0	349.719	0.00432574	0.0175761	-1.23692e-05	5.78853e-05
1	282.617	0.0179592	0.0177411	-6.35461e-05	5.8367e-05
2	309.177	0.0322226	0.0186161	-0.00010422	6.11827e-05
3	272.375	0.00643995	0.0215827	-2.36437e-05	7.11185e-05
4	239.699	0.0133443	0.0243848	-5.56712e-05	8.02293e-05
5	265.563	0.0147314	0.0149458	-5.54722e-05	4.90958e-05
6	308.018	0.0393442	0.0153176	-0.000127734	5.02802e-05
7	314.112	0.0113612	0.015385	-3.61691e-05	5.0497e-05
8	313.349	0.0110575	0.0166084	-3.52882e-05	5.45076e-05
10	399.46	0.0235833	0.0162333	-5.90381e-05	5.34942e-05
11	303.718	0.0179517	0.0173856	-5.91064e-05	5.72716e-05
12	36.4501	-0.000399944	0.0169747	1.09724e-05	5.5947e-05
13	315.585	0.0339729	0.0159111	-0.00010765	5.23613e-05
14	288.562	0.0151153	0.0157062	-5.23815e-05	5.16748e-05
15	135.219	0.000306993	0.0136902	-2.27034e-06	4.50709e-05
16	291.849	-0.0185849	0.0141747	6.36801e-05	4.66915e-05
17	250.353	-0.0198597	0.0143598	7.93269e-05	4.73524e-05
18	315.301	0.0210495	0.0145525	-6.67601e-05	4.78183e-05
19	345.22	0.00599636	0.0143582	-1.73697e-05	4.72987e-05
20	455.626	0.0103539	0.0137714	-2.27247e-05	4.53705e-05
21	303.161	0.0137195	0.013916	-4.5255e-05	4.58116e-05
22	327.369	0.0185369	0.0138453	-5.66238e-05	4.5555e-05
23	305.747	0.044386	0.0219675	-0.000145172	7.24151e-05
24	429.092	0.00967628	0.0139661	-2.25506e-05	4.59724e-05
25	315.623	-0.0214229	0.015001	6.78748e-05	4.93933e-05
26	295.485	0.0440325	0.0142125	-0.000149018	4.67314e-05
27	315.289	0.05654	0.0147564	-0.000179328	4.84701e-05
28	342.489	0.0293822	0.0213425	-8.57902e-05	7.02742e-05
29	289.013	0.0238995	0.0138561	-8.26935e-05	4.55821e-05
30	286.565	0.0268921	0.0166215	-9.38429e-05	5.47302e-05
31	292.383	0.0156786	0.0142982	-5.36234e-05	4.71003e-05
32	227.515	0.00906033	0.0121356	-3.9823e-05	3.99827e-05
33	279.975	0.0329679	0.0126461	-0.000117753	4.16181e-05
34	283.217	0.0279745	0.0125739	-9.87743e-05	4.13581e-05
35	224.045	0.00288915	0.0124661	-1.28954e-05	4.10762e-05
36	312.581	0.0327387	0.0123585	-0.000104737	4.06755e-05
37	299.811	0.0196663	0.0122465	-6.55957e-05	4.03382e-05
38	304.574	0.021665	0.014326	-7.11321e-05	4.72731e-05
39	303.632	0.0156602	0.0160706	-5.15762e-05	5.29732e-05
40	298.783	0.040043	0.0126562	-0.00013402	4.16278e-05
41	276.426	0.032715	0.01448	-0.00011835	4.76505e-05
42	59.562	0.00034617	0.0129112	-5.81193e-06	4.24859e-05
43	299.751	0.0413123	0.0131545	-0.000137822	4.32425e-05
44	288.489	0.0344867	0.0128378	-0.000119542	4.21991e-05
45	311.382	0.0200058	0.0131203	-6.42484e-05	4.31701e-05
46	313.266	0.0143499	0.0143028	-4.58075e-05	4.71202e-05
47	313.626	0.0312956	0.0151825	-9.97862e-05	4.98076e-05
48	282.191	0.0379249	0.0147167	-0.000134394	4.82921e-05
49	295.788	0.0373442	0.0148245	-0.000126253	4.86418e-05
50	311.938	0.0528807	0.0175795	-0.000169523	5.76299e-05
51	278.324	0.0374976	0.0175548	-0.000134726	5.75232e-05
52	361.302	0.0153439	0.0141213	-4.24685e-05	4.64e-05
53	369.611	0.0074836	0.0145879	-2.02472e-05	4.7911e-05
54	294.083	0.0145848	0.0147493	-4.95943e-05	4.84527e-05
55	333.098	0.0194817	0.0152053	-5.84863e-05	4.99457e-05
56	250.118	0.010231	0.0148035	-4.09048e-05	4.86306e-05
57	277.883	0.0260996	0.0148534	-9.3923e-05	4.86811e-05
58	382.969	-0.00811073	0.0146695	2.11785e-05	4.82135e-05
