0	17125	A1
0	17126	A2
0	17128	A4
0	17129	A5
0	17131	A7
0	17133	A9
0	17134	A10
0	17136	A12
0	17137	B1
0	17138	B2
0	17140	B4
0	17141	B5
0	17143	B7
0	17145	B9
0	17146	B10
0	17148	B12
1	17149	A1
1	17150	A2
1	17152	A4
1	17153	A5
1	17155	A7
1	17158	A9
1	17159	A10
1	17161	A12
1	17162	B1
1	17163	B2
1	17165	B4
1	17166	B5
1	17167	B5
1	17169	B7
1	17171	B9
1	17172	B10
1	17174	B12
2	17175	B1
2	17176	B2
2	17178	B4
2	17179	B5
2	17181	B7
2	17183	B9
2	17184	B10
2	17186	B12
2	17187	A1
2	17188	A2
2	17190	A4
2	17191	A5
2	17193	A7
2	17195	A9
2	17196	A10
2	17198	A12
3	17199	A1
3	17200	A2
3	17202	A4
3	17203	A5
3	17205	A7
3	17207	A9
3	17208	A10
3	17210	A12
3	17211	B1
3	17212	B2
3	17214	B4
3	17215	B5
3	17217	B7
3	17219	B9
3	17220	B10
3	17222	B12
4	17274	B1
4	17275	B2
4	17277	B4
4	17278	B5
4	17280	B7
4	17282	B9
4	17283	B10
4	17285	B12
4	17286	A1
4	17287	A2
4	17289	A4
4	17290	A5
4	17292	A7
4	17294	A9
4	17295	A10
4	17297	A12
5	17388	A1
5	17389	A2
5	17391	A4
5	17392	A5
5	17394	A7
5	17396	A9
5	17397	A10
5	17399	A12
5	17400	B1
5	17401	B2
5	17403	B4
5	17404	B5
5	17406	B7
5	17408	B9
5	17409	B10
5	17411	B12
6	17415	B1
6	17416	B2
6	17418	B4
6	17419	B5
6	17421	B7
6	17423	B9
6	17424	B10
6	17426	B12
6	17427	A1
6	17428	A2
6	17430	A4
6	17431	A5
6	17433	A7
6	17435	A9
6	17436	A10
6	17438	A12
7	17440	B1
7	17441	B2
7	17443	B4
7	17444	B5
7	17446	B7
7	17448	B9
7	17449	B10
7	17451	B12
7	17452	A1
7	17453	A2
7	17455	A4
7	17456	A5
7	17458	A7
7	17460	A9
7	17466	A10
7	17468	A12
8	17473	B1
8	17474	B2
8	17476	B4
8	17477	B5
8	17479	B7
8	17481	B9
8	17482	B10
8	17484	B12
8	17485	A1
8	17486	A2
8	17488	A4
8	17489	A5
8	17491	A7
8	17493	A9
8	17494	A10
8	17497	A12
10	17735	A1
10	17736	A2
10	17738	A4
10	17739	A5
10	17741	A7
10	17743	A9
10	17744	A10
10	17746	A12
10	17747	B1
10	17748	B2
10	17750	B4
10	17751	B5
10	17753	B7
10	17755	B9
10	17756	B10
10	17758	B12
11	17763	B1
11	17764	B2
11	17766	B4
11	17767	B5
11	17769	B7
11	17771	B9
11	17772	B10
11	17774	B12
11	17775	A1
11	17776	A2
11	17778	A4
11	17779	A5
11	17781	A7
11	17783	A9
11	17784	A10
11	17786	A12
12	17787	B1
12	17788	B2
12	17790	B4
12	17791	B5
12	17793	B7
12	17795	B9
12	17796	B10
12	17798	B12
12	17799	A1
12	17800	A2
12	17802	A4
12	17803	A5
12	17805	A7
12	17807	A9
12	17808	A10
12	17810	A12
13	17814	A1
13	17815	A2
13	17817	A4
13	17818	A5
13	17820	A7
13	17822	A9
13	17823	A10
13	17825	A12
13	17826	B1
13	17827	B2
13	17829	B4
13	17830	B5
13	17833	B7
13	17835	B9
13	17836	B10
13	17838	B12
14	17839	B1
14	17840	B2
14	17842	B4
14	17843	B5
14	17845	B7
14	17847	B9
14	17848	B10
14	17850	B12
14	17851	A1
14	17852	A2
14	17854	A4
14	17855	A5
14	17857	A7
14	17859	A9
14	17860	A10
14	17862	A12
15	18119	B1
15	18120	B2
15	18122	B4
15	18123	B5
15	18125	B7
15	18127	B9
15	18128	B10
15	18130	B12
15	18131	A1
15	18132	A2
15	18134	A4
15	18135	A5
15	18137	A7
15	18139	A9
15	18140	A10
15	18142	A12
16	18143	A1
16	18144	A2
16	18146	A4
16	18147	A5
16	18149	A7
16	18151	A9
16	18152	A10
16	18154	A12
16	18155	B1
16	18156	B2
16	18158	B4
16	18159	B5
16	18161	B7
16	18163	B9
16	18164	B10
16	18166	B12
17	18167	B1
17	18168	B2
17	18170	B4
17	18171	B5
17	18173	B7
17	18175	B9
17	18176	B10
17	18179	B12
17	18182	A1
17	18183	A2
17	18185	A4
17	18186	A5
17	18188	A7
17	18190	A9
17	18191	A10
17	18193	A12
18	18195	A1
18	18196	A2
18	18198	A4
18	18199	A5
18	18201	A7
18	18203	A9
18	18204	A10
18	18206	A12
18	18209	B1
18	18210	B2
18	18212	B4
18	18213	B5
18	18215	B7
18	18217	B9
18	18218	B10
18	18220	B12
19	18221	B1
19	18222	B2
19	18224	B4
19	18225	B5
19	18227	B7
19	18229	B9
19	18230	B10
19	18232	B12
19	18233	A1
19	18234	A2
19	18236	A4
19	18237	A5
19	18239	A7
19	18241	A9
19	18242	A10
19	18244	A12
20	18245	B1
20	18246	B2
20	18248	B4
20	18249	B5
20	18251	B7
20	18253	B9
20	18254	B10
20	18256	B12
20	18257	A1
20	18258	A2
20	18260	A4
20	18261	A5
20	18263	A7
20	18265	A9
20	18266	A10
20	18268	A12
21	18269	B1
21	18270	B2
21	18272	B4
21	18273	B5
21	18275	B7
21	18277	B9
21	18278	B10
21	18280	B12
21	18281	A1
21	18282	A2
21	18284	A4
21	18285	A5
21	18287	A7
21	18289	A9
21	18290	A10
21	18292	A12
22	18293	A1
22	18294	A2
22	18296	A4
22	18297	A5
22	18299	A7
22	18301	A9
22	18302	A10
22	18304	A12
22	18305	B1
22	18306	B2
22	18308	B4
22	18309	B5
22	18311	B7
22	18313	B9
22	18314	B10
22	18316	B12
23	18317	B1
23	18318	B2
23	18320	B4
23	18321	B5
23	18323	B7
23	18325	B9
23	18326	B10
