0	781.161	37.9467	1.00107
1	788.521	39.2049	0.99173
2	782.863	39.6089	0.998898
3	789.48	43.1938	0.990526
4	795.509	47.5423	0.983019
5	791.865	36.6084	0.987541
6	780.895	35.6469	1.00142
7	787.541	36.7286	0.992964
8	792.657	38.8119	0.986556
10	784.887	36.9123	0.996321
11	791.036	39.1298	0.988577
12	791.81	38.8791	0.987611
13	789.917	37.3643	0.989977
14	788.415	36.9213	0.991863
15	788.488	34.4296	0.991772
16	791.585	35.554	0.987891
17	791.27	35.6161	0.988285
18	791.612	36.1528	0.987858
19	791.948	35.8055	0.987439
20	798.5	36.0058	0.979337
21	794.446	35.5886	0.984334
22	787.066	34.4908	0.993564
23	788.831	43.0635	0.99134
24	787.099	34.6645	0.993522
25	795.225	37.1289	0.98337
26	786.758	35.0631	0.993952
27	789.826	35.9265	0.990092
28	785.393	42.47	0.99568
29	786.907	34.5919	0.993764
30	794.744	38.8298	0.983964
31	791.221	35.4508	0.988345
32	790.927	32.8246	0.988714
33	792.029	33.5339	0.987338
34	792.196	33.5504	0.98713
35	788.725	32.9865	0.991473
36	787.766	32.7432	0.99268
37	791.634	33.0271	0.987831
38	786.17	34.8424	0.994696
39	786.35	36.863	0.994469
40	795.753	34.2001	0.982717
41	792.239	35.9672	0.987076
42	789.642	33.7507	0.990323
43	789.763	34.0514	0.99017
44	791.272	33.9033	0.988282
45	790.125	34.0397	0.989717
46	789.569	35.3358	0.990414
47	781.637	35.6164	1.00046
48	790.024	36.1694	0.989844
49	790.532	36.31	0.989208
50	783.344	38.3652	0.998284
51	790.614	39.5446	0.989105
52	785.67	34.7348	0.995329
53	792.938	36.4943	0.986205
54	786.811	35.7335	0.993886
55	789.591	36.7259	0.990386
56	794.118	36.7974	0.984741
57	788.307	36.2182	0.991999
58	789.852	36.18	0.990058
