80	789.854	58.0165	0.990056
81	791.194	58.1408	0.988379
82	787.152	58.6013	0.993454
83	792.486	60.4142	0.986768
84	788.729	59.9678	0.991468
85	789.293	64.5402	0.99076
86	793.033	74.0453	0.986088
87	796.018	67.4185	0.98239
88	790.937	61.2947	0.9887
89	789.699	61.0272	0.990251
90	789.37	62.427	0.990664
92	790.423	72.8743	0.989343
94	799.646	71.1827	0.977932
95	805.198	76.2226	0.97119
96	795.262	63.6828	0.983324
97	786.041	62.7592	0.994859
98	787.74	61.7106	0.992714
99	797.849	64.6733	0.980136
100	794.733	66.6167	0.983979
102	791.491	69.1986	0.988009
103	787.209	66.9781	0.993383
104	790.683	60.6285	0.989018
105	784.904	60.1147	0.9963
106	786.678	61.4142	0.994053
108	785.583	62.7357	0.995439
109	792.681	71.9612	0.986526
110	784.708	63.6128	0.996549
111	789.62	63.311	0.990349
112	789.665	66.0544	0.990293
113	785.439	63.3231	0.995621
114	784.651	65.4963	0.996621
115	790.173	82.6517	0.989657
116	794.013	67.0278	0.984871
117	787.397	62.6953	0.993146
118	797.256	66.1644	0.980864
119	795.339	66.3373	0.983229
120	784.641	65.6576	0.996634
