2.8	1.2	0.8	1.6	0.01068	3.06913
2.8	1.2	0.8	1.6	0.00964263	2.28727
2.8	1.2	0.8	1.6	0.0769645	2.71229
2.8	1.2	0.8	1.6	0.137063	7.32243
2.8	1.2	0.8	1.8	-0.171965	3.21073
2.8	1.2	0.8	1.8	0.0246457	2.09333
2.8	1.2	0.8	1.8	0.021856	2.507
2.8	1.2	0.8	1.8	-0.256084	7.44158
2.8	1.2	0.8	1.6	0.0595446	2.99977
2.8	1.2	0.8	1.6	-0.0547173	2.35041
2.8	1.2	0.8	1.6	-0.0989946	2.85292
2.8	1.2	0.8	1.6	-0.0571355	7.35153
2.8	1.2	0.8	1.6	-0.0357813	1.95554
2.8	1.2	0.8	1.6	-0.0787707	2.48093
2.8	1.2	0.8	1.6	-0.140989	3.81348
2.8	1.3	0.8	1.6	-0.0787923	2.95789
2.8	1.3	0.8	1.6	-0.00483268	2.13207
2.8	1.3	0.8	1.6	-0.000738603	2.59064
2.8	1.3	0.8	1.6	-0.0758466	7.50163
2.8	1.3	0.8	1.6	-0.0308969	1.8561
2.8	1.3	0.8	1.6	0.0311976	2.22301
2.8	1.3	0.8	1.6	0.0656973	3.74369
2.8	1.2	0.8	1.8	0.127407	3.03472
2.8	1.2	0.8	1.8	0.104007	2.21029
2.8	1.2	0.8	1.8	-0.00477198	2.58106
2.8	1.2	0.8	1.8	-0.361038	6.72395
2.8	1.2	0.8	1.8	0.107974	1.91206
2.8	1.2	0.8	1.8	0.0984194	2.32352
2.8	1.2	0.8	1.8	-0.18287	3.58171
2.8	1.2	0.8	1.6	0.0577545	3.01059
2.8	1.2	0.8	1.6	0.00563686	2.10648
2.8	1.2	0.8	1.6	0.000536863	2.52805
2.8	1.2	0.8	1.6	-0.0407248	7.8785
2.8	1.2	0.8	1.6	0.0142851	1.87661
2.8	1.2	0.8	1.6	-0.0292451	2.25727
2.8	1.2	0.8	1.6	-0.041672	3.47121
2.8	1.2	0.8	1.6	-0.00533573	4.22501
2.8	1.2	0.8	1.6	0.0576391	3.10611
2.8	1.2	0.8	1.6	-0.115378	2.1561
2.8	1.2	0.8	1.6	-0.169716	2.52461
2.8	1.2	0.8	1.6	0.108829	7.51852
2.8	1.2	0.8	1.6	-0.0346506	1.89137
2.8	1.2	0.8	1.6	-0.130884	2.26786
2.8	1.2	0.8	1.6	-0.19065	3.39727
2.8	1.2	0.8	1.6	-0.230782	4.09431
2.8	1.2	0.8	1.6	-0.194577	3.1084
2.8	1.2	0.8	1.6	-0.0211231	2.12517
2.8	1.2	0.8	1.6	0.0485468	2.59739
2.8	1.2	0.8	1.6	-0.0455628	7.92302
2.8	1.2	0.8	1.6	-0.0892786	1.87884
2.8	1.2	0.8	1.6	0.0534132	2.25464
2.8	1.2	0.8	1.6	-0.0356054	3.43179
2.8	1.2	0.8	1.6	0.0882864	4.14809
