0	0.601056	48.8348	47	1.03904	0.324347	0.0210993	-1	-1	3	0	100	025
0	0.601418	49.4914	47	1.05301	0.268326	0.0204956	-1	-1	3	0	100	020
0	0.602178	49.5589	47	1.05444	0.150384	0.0192216	-1	-1	3	0	100	010
0	0.602558	49.3908	47	1.05087	0.0915267	0.0185858	-1	-1	3	0	100	005
0	0.603244	49.605	47	1.05543	-0.0143767	0.0174422	-1	-1	3	0	100	-005
0	0.603547	49.1262	47	1.04524	-0.0612469	0.0169352	-1	-1	3	0	100	-010
0	0.604159	49.669	47	1.05679	-0.155533	0.0159172	-1	-1	3	0	100	-020
0	0.604453	49.6372	47	1.05611	-0.200765	0.0154285	-1	-1	3	0	100	-025
1	0.601056	65.4434	47	1.39241	0.403329	0.0226948	-1	-1	3	0	100	025
1	0.601418	64.9249	47	1.38138	0.344984	0.0220455	-1	-1	3	0	100	020
1	0.602178	64.8228	47	1.37921	0.222197	0.0206729	-1	-1	3	0	100	010
1	0.602558	64.859	47	1.37998	0.161075	0.0199924	-1	-1	3	0	100	005
1	0.603244	64.8712	47	1.38024	0.0508651	0.0187619	-1	-1	3	0	100	-005
1	0.603547	66.0166	47	1.40461	0.00228457	0.0182204	-1	-1	3	0	100	-010
1	0.604159	63.8916	47	1.3594	-0.0960847	0.0171195	-1	-1	3	0	100	-020
1	0.604453	64.5465	47	1.37333	-0.143065	0.0165955	-1	-1	3	0	100	-025
2	0.601056	100.582	47	2.14004	0.19313	0.0184272	-1	-1	3	0	100	025
2	0.601418	101.517	47	2.15994	0.140897	0.0179006	-1	-1	3	0	100	020
2	0.602178	100.771	47	2.14406	0.0307982	0.0167866	-1	-1	3	0	100	010
2	0.602558	101.689	47	2.16361	-0.0239526	0.0162345	-1	-1	3	0	100	005
2	0.603244	101.736	47	2.16459	-0.122829	0.0152334	-1	-1	3	0	100	-005
2	0.603547	102.621	47	2.18342	-0.166417	0.0147933	-1	-1	3	0	100	-010
2	0.604159	101.087	47	2.15079	-0.25454	0.0139009	-1	-1	3	0	100	-020
2	0.604453	102.078	47	2.17188	-0.296693	0.0134747	-1	-1	3	0	100	-025
3	0.601056	34.8018	47	0.740465	0.209128	0.0186651	-1	-1	3	0	100	025
3	0.601418	34.8666	47	0.741842	0.156373	0.0181308	-1	-1	3	0	100	020
