80	21719	B1
80	21720	B2
80	21722	B4
80	21723	B5
80	21725	B7
80	21727	B9
80	21728	B10
80	21730	B12
80	21731	A1
80	21732	A2
80	21734	A4
80	21735	A5
80	21737	A7
80	21739	A9
80	21740	A10
80	21742	A12
81	21743	B1
81	21744	B2
81	21746	B4
81	21747	B5
81	21749	B7
81	21751	B9
81	21752	B10
81	21754	B12
81	21755	A1
81	21756	A2
81	21758	A4
81	21759	A5
81	21761	A7
81	21763	A9
81	21764	A10
81	21766	A12
82	21768	A1
82	21769	A2
82	21771	A4
82	21772	A5
82	21774	A7
82	21776	A9
82	21777	A10
82	21779	A12
82	21780	B1
82	21781	B2
82	21783	B4
82	21784	B5
82	21786	B7
82	21788	B9
82	21789	B10
82	21791	B12
83	21792	B1
83	21793	B2
83	21795	B4
83	21796	B5
83	21798	B7
83	21800	B9
83	21801	B10
83	21803	B12
83	21804	A1
83	21805	A2
83	21807	A4
83	21808	A5
83	21810	A7
83	21812	A9
83	21813	A10
83	21815	A12
84	21816	A1
84	21817	A2
84	21819	A4
84	21820	A5
84	21822	A7
84	21824	A9
84	21825	A10
84	21827	A12
84	21828	B1
84	21829	B2
84	21831	B4
84	21832	B5
84	21834	B7
84	21836	B9
84	21837	B10
84	21839	B12
85	21840	B1
85	21841	B2
85	21843	B4
85	21844	B5
85	21846	B7
85	21848	B9
85	21849	B10
85	21851	B12
85	21852	A1
85	21853	A2
85	21855	A4
85	21856	A5
85	21858	A7
85	21860	A9
85	21861	A10
85	21863	A12
86	21890	A1
86	21891	A2
86	21893	A4
86	21894	A5
86	21896	A7
86	21898	A9
86	21899	A10
86	21901	A12
86	21902	B1
86	21903	B2
86	21905	B4
86	21906	B5
86	21908	B7
86	21910	B9
86	21911	B10
86	21913	B12
87	21942	B1
87	21943	B2
87	21945	B4
87	21946	B5
87	21948	B7
87	21950	B9
87	21951	B10
87	21953	B12
87	21954	A1
87	21955	A2
87	21957	A4
87	21958	A5
87	21960	A7
87	21962	A9
87	21963	A10
87	21965	A12
88	22023	B1
88	22024	B2
88	22026	B4
88	22027	B5
88	22029	B7
88	22031	B9
88	22032	B10
88	22034	B12
88	22035	A1
88	22036	A2
88	22038	A4
88	22039	A5
88	22041	A7
88	22043	A9
88	22044	A10
88	22046	A12
89	22047	A1
89	22048	A2
89	22050	A4
89	22051	A5
89	22053	A7
89	22055	A9
89	22056	A10
89	22058	A12
89	22059	B1
89	22060	B2
89	22062	B4
89	22063	B5
89	22065	B7
89	22067	B9
89	22068	B10
89	22070	B12
90	22071	B1
90	22072	B2
90	22074	B4
90	22075	B5
90	22077	B7
90	22079	B9
90	22083	B10
90	22085	B12
90	22086	A1
90	22087	A2
90	22089	A4
90	22090	A5
90	22092	A7
90	22094	A9
90	22095	A10
90	22097	A12
92	22124	B1
92	22125	B2
92	22127	B4
92	22128	B5
92	22130	B7
92	22132	B9
92	22133	B10
92	22135	B12
92	22136	A1
92	22137	A2
92	22139	A4
92	22140	A5
92	22142	A7
92	22144	A9
92	22146	A10
92	22148	A12
94	22164	B1
94	22165	B2
94	22167	B4
94	22168	B5
94	22170	B7
94	22172	B9
94	22174	B10
94	22176	B12
94	22177	A1
94	22178	A2
94	22180	A4
94	22181	A5
94	22183	A7
94	22185	A9
94	22186	A10
94	22188	A12
95	22190	B1
95	22191	B2
95	22193	B4
95	22194	B5
95	22196	B7
95	22198	B9
95	22199	B10
95	22200	B10
95	22202	B12
95	22203	A1
95	22204	A2
95	22206	A4
95	22207	A5
95	22209	A7
95	22211	A9
95	22212	A10
95	22214	A12
96	22311	B1
96	22312	B2
96	22314	B4
96	22315	B5
96	22317	B7
96	22319	B9
96	22320	B10
96	22322	B12
96	22323	A1
96	22324	A2
96	22326	A4
96	22327	A5
96	22329	A7
96	22331	A9
96	22332	A10
96	22334	A12
97	22335	B1
97	22336	B2
97	22338	B4
97	22339	B5
97	22341	B7
97	22345	B9
97	22346	B10
97	22348	B12
97	22349	A1
97	22350	A2
97	22352	A4
97	22353	A5
97	22355	A7
97	22357	A9
97	22358	A10
97	22360	A12
98	22361	B1
98	22362	B2
98	22364	B4
98	22365	B5
98	22367	B7
98	22369	B9
98	22370	B10
98	22372	B12
98	22373	A1
98	22374	A2
98	22376	A4
98	22377	A5
98	22383	A7
98	22385	A9
98	22386	A10
98	22388	A12
99	22389	B1
99	22390	B2
99	22392	B4
99	22393	B5
99	22395	B7
99	22397	B9
99	22398	B10
99	22400	B12
99	22401	A1
99	22402	A2
99	22404	A4
99	22405	A5
99	22407	A7
99	22409	A9
99	22410	A10
99	22412	A12
100	22413	A1
100	22414	A2
100	22416	A4
100	22417	A5
100	22419	A7
100	22421	A9
100	22422	A10
100	22424	A12
100	22425	B1
100	22426	B2
100	22428	B4
100	22429	B5
100	22431	B7
100	22433	B9
100	22434	B10
100	22436	B12
102	22534	A1
102	22535	A2
102	22537	A4
102	22538	A5
102	22540	A7
102	22542	A9
102	22543	A10
102	22545	A12
102	22546	B1
102	22547	B2
102	22549	B4
102	22550	B5
102	22552	B7
102	22554	B9
102	22555	B10
102	22557	B12
103	22558	B1
103	22559	B2
103	22561	B4
103	22562	B5
103	22564	B7
103	22566	B9
103	22567	B10
103	22569	B12
103	22570	A1
103	22571	A2
103	22573	A4
103	22574	A5
103	22576	A7
103	22578	A9
103	22579	A10
103	22581	A12
104	22583	B1
104	22584	B2
104	22586	B4
104	22587	B5
104	22589	B7
104	22591	B9
104	22592	B10
104	22594	B12
104	22595	A1
104	22596	A2
104	22598	A4
104	22599	A5
104	22601	A7
104	22603	A9
104	22604	A10
104	22606	A12
105	22607	A1
105	22608	A2
105	22610	A4
105	22611	A5
105	22613	A7
105	22615	A9
105	22616	A10
105	22618	A12
105	22619	B1
105	22620	B2
105	22622	B4
105	22623	B5
105	22625	B7
105	22627	B9
105	22628	B10
105	22630	B12
106	22631	A1
106	22632	A2
106	22634	A4
106	22635	A5
106	22637	A7
106	22639	A9
106	22640	A10
106	22642	A12
106	22643	B1
106	22644	B2
106	22646	B4
106	22647	B5
106	22649	B7
106	22651	B9
106	22652	B10
106	22654	B12
108	22683	B1
108	22684	B2
108	22686	B4
108	22687	B5
108	22689	B7
108	22691	B9
108	22692	B10
108	22694	B12
108	22695	A1
108	22696	A2
108	22698	A4
108	22699	A5
108	22701	A7
108	22703	A9
108	22704	A10
108	22706	A12
109	22708	B1
109	22709	B2
109	22711	B4
109	22712	B5
109	22714	B7
109	22716	B9
109	22717	B10
109	22719	B12
109	22720	A1
109	22721	A2
109	22723	A4
109	22724	A5
109	22726	A7
109	22728	A9
109	22729	A10
109	22731	A12
110	22794	A1
110	22795	A2
110	22797	A4
110	22798	A5
110	22800	A7
110	22802	A9
110	22803	A10
110	22805	A12
110	22806	B1
110	22807	B2
110	22809	B4
110	22810	B5
110	22812	B7
110	22814	B9
110	22815	B10
110	22817	B12
111	22821	B1
111	22822	B2
111	22823	B2
111	22825	B4
111	22826	B5
111	22830	B7
111	22832	B9
111	22833	B10
111	22835	B12
111	22836	A1
111	22837	A2
111	22839	A4
111	22840	A5
111	22844	A7
111	22846	A9
111	22847	A10
111	22849	A12
112	22850	A1
112	22851	A2
112	22853	A4
112	22854	A5
112	22856	A7
112	22858	A9
112	22859	A10
112	22861	A12
112	22862	B1
112	22863	B2
112	22865	B4
112	22866	B5
112	22868	B7
112	22870	B9
112	22871	B10
112	22874	B12
113	22875	B1
113	22876	B2
113	22878	B4
113	22879	B5
113	22881	B7
113	22883	B9
113	22884	B10
113	22886	B12
113	22887	A1
113	22888	A2
113	22890	A4
113	22891	A5
113	22893	A7
113	22895	A9
113	22896	A10
113	22898	A12
114	22899	B1
114	22900	B2
114	22902	B4
114	22903	B5
114	22905	B7
114	22907	B9
114	22908	B10
114	22910	B12
114	22911	A1
114	22912	A2
114	22914	A4
114	22915	A5
114	22917	A7
114	22919	A9
114	22920	A10
114	22922	A12
115	22994	B1
115	22995	B2
115	22997	B4
115	22998	B5
115	23000	B7
115	23002	B9
115	23003	B10
115	23005	B12
115	23006	A1
115	23007	A2
115	23009	A4
115	23010	A5
115	23012	A7
115	23014	A9
115	23015	A10
115	23017	A12
116	23018	A1
116	23019	A2
116	23021	A4
116	23024	A5
116	23026	A7
116	23028	A9
116	23029	A10
116	23031	A12
116	23032	B1
116	23033	B2
116	23035	B4
116	23036	B5
116	23038	B7
116	23040	B9
116	23041	B10
116	23043	B12
117	23059	B1
117	23060	B2
117	23062	B4
117	23063	B5
117	23065	B7
117	23067	B9
117	23068	B10
117	23070	B12
117	23071	A1
117	23072	A2
117	23073	A2
117	23075	A4
117	23076	A5
117	23078	A7
117	23082	A9
117	23086	A10
117	23088	A12
118	23089	B1
118	23090	B2
118	23092	B4
118	23093	B5
118	23095	B7
118	23097	B9
118	23098	B10
118	23100	B12
118	23101	A1
118	23102	A2
118	23104	A4
118	23105	A5
118	23107	A7
118	23109	A9
118	23110	A10
118	23112	A12
119	23113	B1
119	23114	B2
119	23116	B4
119	23117	B5
119	23119	B7
119	23121	B9
119	23122	B10
119	23124	B12
119	23125	A1
119	23126	A2
119	23128	A4
119	23129	A5
119	23131	A7
119	23134	A9
119	23135	A10
119	23137	A12
120	23138	B1
120	23139	B2
120	23141	B4
120	23142	B5
120	23144	B7
120	23146	B9
120	23147	B10
120	23149	B12
120	23150	A1
120	23151	A2
120	23153	A4
120	23154	A5
120	23156	A7
120	23158	A9
120	23159	A10
120	23161	A12
