ALL	0.602091	449.705	47	9.56818	3.81818e-67	0.258807	0.00739975	17	165	65	645	3
ALL	0.597948	378.161	46	8.22089	9.38086e-54	0.241161	0.00756497	18	175	65	645	3
ALL	0.593802	311.042	45	6.91205	1.85586e-41	0.223279	0.00774497	19	185	65	645	3
ALL	0.589658	226.39	44	5.14523	2.23942e-26	0.202037	0.00792051	20	195	65	645	3
ALL	0.585524	184.223	43	4.28426	2.12764e-19	0.186475	0.00815897	21	205	65	645	3
ALL	0.581409	157.528	42	3.75067	2.87356e-15	0.173261	0.00844963	22	215	65	645	3
ALL	0.577312	139.094	41	3.39253	1.34099e-12	0.161838	0.00877021	23	225	65	645	3
ALL	0.573239	108.476	40	2.71189	3.10919e-08	0.146188	0.00908304	24	235	65	645	3
ALL	0.569195	91.3816	39	2.34312	4.32967e-06	0.133831	0.00945649	25	245	65	645	3
ALL	0.565179	77.8241	38	2.048	0.000148043	0.122159	0.00986996	26	255	65	645	3
ALL	0.561197	69.9973	37	1.89182	0.000843822	0.112687	0.0103491	27	265	65	645	3
ALL	0.557245	68.8676	36	1.91299	0.000792447	0.108949	0.0109144	28	275	65	645	3
ALL	0.553331	58.7548	35	1.67871	0.00719215	0.0967575	0.0114426	29	285	65	645	3
ALL	0.549456	48.5678	34	1.42846	0.0503426	0.083691	0.0120085	30	295	65	645	3
ALL	0.545616	47.8618	33	1.45036	0.0455655	0.080078	0.0127338	31	305	65	645	3
ALL	0.541815	39.5976	32	1.23743	0.167167	0.0666766	0.0133973	32	315	65	645	3
ALL	0.538055	39.5396	31	1.27547	0.139755	0.0655035	0.0142941	33	325	65	645	3
ALL	0.53434	36.1259	30	1.2042	0.203985	0.0554831	0.0151558	34	335	65	645	3
ALL	0.530667	32.9723	29	1.13697	0.278859	0.0450377	0.0161078	35	345	65	645	3
ALL	0.527036	32.1077	28	1.1467	0.27015	0.039162	0.0172238	36	355	65	645	3
ALL	0.523451	31.3601	27	1.16149	0.25661	0.0331974	0.018466	37	365	65	645	3
ALL	0.519911	30.1761	26	1.16062	0.260379	0.0250155	0.0197874	38	375	65	645	3
ALL	0.516416	29.975	25	1.199	0.225228	0.0213633	0.0213556	39	385	65	645	3
ALL	0.512968	22.2363	24	0.926511	0.565167	-0.00344236	0.0226264	40	395	65	645	3
ALL	0.509565	21.0549	23	0.91543	0.577735	-0.0139475	0.0243844	41	405	65	645	3
