5	0	1.90753
15	0	1.11723
25	0	0.877634
35	-0.000435959	0.763688
45	-0.0576865	0.388287
55	-0.303955	0.0929263
65	-0.161072	0.0336802
75	-0.100737	0.0203425
85	-0.133752	0.016373
95	-0.13029	0.0144123
105	-0.129805	0.0129664
115	-0.112891	0.0119291
125	-0.125445	0.0111471
135	-0.120526	0.0104917
145	-0.131171	0.0099951
155	-0.117423	0.00955929
165	-0.104544	0.00920002
175	-0.120992	0.00889596
185	-0.136823	0.00860393
195	-0.135523	0.00838353
205	-0.132972	0.00819655
215	-0.119841	0.00804896
225	-0.128597	0.00789751
235	-0.119829	0.00777494
245	-0.117092	0.00765547
255	-0.132855	0.00756414
265	-0.125028	0.00748211
275	-0.121654	0.00742533
285	-0.128283	0.00738008
295	-0.126611	0.00736009
305	-0.133272	0.00731942
315	-0.122129	0.00729142
325	-0.124743	0.00726662
335	-0.129818	0.00726147
345	-0.124377	0.00727231
355	-0.120356	0.00729694
365	-0.138485	0.00732372
375	-0.13033	0.00733637
385	-0.127635	0.00738249
395	-0.126088	0.00742067
405	-0.128281	0.00748294
415	-0.122034	0.00753408
425	-0.142079	0.00762269
435	-0.120608	0.00774553
445	-0.115534	0.00781172
455	-0.135591	0.00795499
465	-0.123876	0.00805012
475	-0.130075	0.0082183
485	-0.124297	0.00834518
495	-0.128253	0.00849787
505	-0.127839	0.00865463
515	-0.133894	0.00883328
525	-0.129261	0.00913315
535	-0.124101	0.0093342
545	-0.148219	0.00958081
555	-0.134592	0.00982155
565	-0.138986	0.010191
575	-0.116642	0.0106026
585	-0.116028	0.0109251
595	-0.136833	0.0114899
605	-0.121596	0.0120328
615	-0.153394	0.0125071
625	-0.11538	0.0132311
635	-0.156929	0.0140001
645	-0.120531	0.0149231
655	-0.140546	0.0156613
665	-0.141252	0.0172563
675	-0.123183	0.0184767
685	-0.126258	0.0202898
695	-0.123176	0.0225663
705	-0.143581	0.0249868
715	-0.113426	0.0284882
725	-0.185153	0.0341597
735	-0.173055	0.0386719
745	-0.0816709	0.0472711
755	-0.182058	0.0562885
765	-0.00842471	0.0686708
775	0.0122141	0.0866704
785	-0.22295	0.108902
795	-0.0822056	0.146637
805	-0.022074	0.193169
815	-0.0978509	0.2099
825	-0.0259303	0.199598
835	0.1161	0.230193
845	0.0393557	0.231429
855	-0.122056	0.259669
865	0.12028	0.221335
875	-0.0974878	0.273032
885	-0.07894	0.255608
895	-0.000523026	0.271112
905	-0.261685	0.270409
915	-0.171704	0.26161
925	-0.0449624	0.262391
935	0.088379	0.251477
945	-0.0746298	0.245358
955	0.079817	0.283152
965	0.0629081	0.306753
975	-0.128676	0.257016
985	0.0162752	0.278037
995	-0.0783667	0.256892
1005	-0.127352	0.257982
1015	-0.0569616	0.25643
1025	0.0905765	0.256899
1035	0.102356	0.232345
1045	-0.00983393	0.268628
1055	0.037387	0.248325
1065	0.00705526	0.271308
1075	0.00845677	0.278217
1085	-0.113343	0.254201
1095	0.0100094	0.265711
1105	0.293233	0.253219
1115	0.0184555	0.289499
1125	0.126185	0.258771
1135	0.140976	0.257232
1145	-0.0582272	0.263315
1155	-0.14892	0.253388
1165	0.201113	0.281668
1175	0.0783865	0.24337
1185	-0.00428234	0.253442
1195	-0.00655615	0.24487
