5	0	0.0888293
15	0	0.131171
25	0	0.131148
35	0	0.131125
45	0	0.0991542
55	0	0.115993
65	0	0.0551788
75	0.0148436	0.0403196
85	-0.00141235	0.0444579
95	-0.0802784	0.0758198
105	-0.00119391	0.0953402
115	-0.149979	0.0735834
125	-0.00260194	0.0546298
135	-0.0287251	0.04214
145	0.0303658	0.0325711
155	0.0433639	0.028724
165	0.00324831	0.0261082
175	-0.00459331	0.0283757
185	0.0291386	0.0296535
195	-0.0327241	0.0303328
205	-0.026629	0.0379679
215	-0.0569463	0.0410285
225	-0.0199994	0.0470809
235	-0.00616096	0.0543512
245	-0.0209424	0.0617572
255	-0.105883	0.0539718
265	-0.111948	0.0742079
275	0.0106874	0.0599608
285	-0.00890921	0.0726007
295	-0.14982	0.107589
305	0.132078	0.106329
315	-0.131841	0.0948205
325	0.0851781	0.0961841
335	0.0134309	0.081048
345	-0.0819495	0.0892146
355	-0.10232	0.0972378
365	-0.10367	0.0971913
375	-0.0171593	0.128688
385	-0.0122102	0.101927
395	-0.160014	0.0983773
405	-0.0725113	0.0907125
415	-0.028624	0.108799
425	-0.0439639	0.084621
435	0.0747943	0.100567
445	0.0475874	0.0723955
455	-0.115319	0.0858919
465	-0.0225022	0.0866083
475	0.0143756	0.0738075
485	-0.0489249	0.0776276
495	-0.0734195	0.0895997
505	0.0629133	0.107954
515	0.0259388	0.135918
525	-0.00905155	0.135067
535	-0.0613309	0.17385
545	-0.0739281	0.17661
555	0.124983	0.208002
565	0.446194	0.170742
575	-0.0430345	0.149219
585	-0.190783	0.195955
595	0.011551	0.219966
605	0.220293	0.273273
615	-0.0853174	0.191921
625	0.11796	0.188053
635	0.0015661	0.182524
645	-0.0607763	0.210734
655	0.118037	0.200395
665	-0.0283459	0.173292
675	0.108362	0.216256
685	-0.243991	0.185231
695	0.0358119	0.214093
705	-0.0886717	0.189384
715	-0.0141803	0.223792
725	0.0129141	0.141742
735	0.019427	0.15136
745	-0.0487172	0.133525
755	-0.104557	0.132895
765	0.0527459	0.129642
775	0.0895095	0.132761
785	0.0536637	0.100481
795	-0.0418391	0.0924051
805	0.0281182	0.0786321
815	0.000659005	0.0636672
825	-0.0310953	0.0569318
835	0.046104	0.0678472
845	0.0762576	0.0759587
855	-0.0308732	0.121553
865	-0.0168641	0.117989
875	-0.0161902	0.133032
885	-0.00693505	0.12525
895	0.0365033	0.127593
905	-0.0738725	0.126661
915	0.140722	0.121653
925	-0.00225118	0.133689
935	-0.0114953	0.137527
945	-0.218201	0.114087
955	0.0814366	0.125665
965	-0.0576433	0.125744
975	0.00574996	0.132874
985	-0.0274294	0.134707
995	-0.00555375	0.128124
1005	-0.0264574	0.136293
1015	-0.0147753	0.132023
1025	0.0670615	0.128184
1035	-0.0363576	0.128503
1045	0.0125477	0.135031
1055	0.0880849	0.126196
1065	0.0343825	0.129832
1075	0.00101592	0.132918
1085	0.00630067	0.131674
1095	0.00244374	0.130437
1105	0.0104067	0.129574
1115	0.0401364	0.127624
1125	0.115997	0.122205
1135	0.0792191	0.121283
1145	-0.00676505	0.127869
1155	0.000250505	0.128526
1165	-0.00207683	0.131583
1175	0.0077558	0.132137
1185	0.000367377	0.129807
1195	-0.0039386	0.129798
