5	0	1.90753
15	0	1.11723
25	0.476778	0.857321
35	0.384127	0.720686
45	-0.571754	0.198908
55	-0.156004	0.0511062
65	-0.134672	0.0178013
75	-0.0951993	0.0101846
85	-0.145554	0.00776288
95	-0.130534	0.0066864
105	-0.130464	0.00595694
115	-0.117304	0.00543896
125	-0.12711	0.005065
135	-0.130207	0.00477106
145	-0.127331	0.00451831
155	-0.127047	0.00431874
165	-0.123912	0.0041511
175	-0.126361	0.00399469
185	-0.126824	0.00388988
195	-0.126745	0.00377924
205	-0.123269	0.00368313
215	-0.121546	0.00361129
225	-0.127808	0.00355483
235	-0.124239	0.00349415
245	-0.127009	0.00343564
255	-0.125392	0.0034041
265	-0.125809	0.00336256
275	-0.125755	0.0033413
285	-0.124764	0.00331022
295	-0.120718	0.00329905
305	-0.124792	0.00328361
315	-0.122309	0.00327088
325	-0.127195	0.00326387
335	-0.124876	0.00326758
345	-0.125288	0.00327616
355	-0.12649	0.00327465
365	-0.124289	0.00329014
375	-0.126667	0.00329764
385	-0.131023	0.00332292
395	-0.125452	0.00333727
405	-0.123189	0.00336417
415	-0.125225	0.00338298
425	-0.12757	0.00343326
435	-0.12282	0.00348468
445	-0.123577	0.00352033
455	-0.127009	0.0035845
465	-0.123328	0.00362557
475	-0.125347	0.00369555
485	-0.125484	0.00375633
495	-0.125678	0.00384531
505	-0.12706	0.00392192
515	-0.122891	0.00401662
525	-0.130921	0.00413402
535	-0.129395	0.00424483
545	-0.128337	0.00437144
555	-0.12989	0.00450336
565	-0.124276	0.00467901
575	-0.128446	0.00483952
585	-0.125661	0.00503047
595	-0.127109	0.00528719
605	-0.128494	0.00553741
615	-0.138258	0.00582236
625	-0.130195	0.00619141
635	-0.135118	0.00649592
645	-0.134655	0.00690071
655	-0.117284	0.00741208
665	-0.131479	0.00811394
675	-0.122113	0.00880651
685	-0.129371	0.00968844
695	-0.129148	0.0106773
705	-0.138714	0.0119162
715	-0.104862	0.0135617
725	-0.14059	0.0157871
735	-0.131835	0.0181835
745	-0.154837	0.0217675
755	-0.117379	0.0271875
765	-0.10088	0.0324084
775	-0.0971949	0.0420823
785	-0.091868	0.056028
795	-0.0750762	0.0693968
805	-0.124368	0.103179
815	0.0779376	0.135109
825	0.0238428	0.196276
835	0.0409177	0.16086
845	0.0227269	0.210981
855	-0.072328	0.227645
865	-0.0369146	0.23008
875	-0.0223999	0.289817
885	-0.0961211	0.273294
895	-0.2005	0.253353
905	0.0371374	0.254042
915	-0.0403862	0.252158
925	0.0375612	0.230531
935	-0.088821	0.243558
945	-0.0765674	0.232545
955	-0.0933441	0.265742
965	0.00621514	0.261712
975	-0.093983	0.229003
985	-0.204523	0.256249
995	-0.00375631	0.236976
1005	-0.101289	0.249241
1015	-0.0403212	0.225421
1025	0.145289	0.257977
1035	-0.0291153	0.228122
1045	0.144987	0.274588
1055	-0.129512	0.218881
1065	0.0438927	0.230516
1075	-0.122322	0.255289
1085	-0.212548	0.232699
1095	-0.225258	0.248567
1105	0.0285583	0.229732
1115	0.187102	0.264894
1125	0.200071	0.253781
1135	0.22936	0.245065
1145	0.110543	0.232134
1155	0.163272	0.249046
1165	0.114498	0.28532
1175	0.0753635	0.231289
1185	0.11319	0.275582
1195	-0.0393853	0.228473
