0	0.601652	-nan	47	-nan	-nan	nan	-1	-1	2
2253	0.601652	39.1103	47	0.832133	-0.0219	0.0256194	-1	-1	3
2254	0.601652	55.1772	47	1.17398	-0.00545943	0.0261993	-1	-1	3
2255	0.601652	38.5663	47	0.820559	-0.0435161	0.0249539	-1	-1	3
2256	0.601652	48.1917	47	1.02535	0.0154806	0.026765	-1	-1	3
2258	0.601652	26.0233	47	0.553687	-0.0292006	0.025385	-1	-1	3
2267	0.601652	45.454	47	0.967107	0.00803419	0.0265813	-1	-1	3
2269	0.601652	38.816	47	0.825872	-0.0413423	0.024928	-1	-1	3
2270	0.601652	45.8373	47	0.975261	-0.0193561	0.0257211	-1	-1	3
2272	0.601652	49.2895	47	1.04871	-0.0447559	0.0248585	-1	-1	3
2276	0.601652	31.5683	47	0.671667	-0.0708027	0.0240104	-1	-1	3
2288	0.601652	36.9935	47	0.787096	-0.0966306	0.0233044	-1	-1	3
2307	0.601652	55.1357	47	1.1731	-0.00304509	0.0262789	-1	-1	3
2308	0.601652	30.6027	47	0.651121	0.0260841	0.0270642	-1	-1	3
2309	0.601652	59.583	47	1.26772	0.0150003	0.0268725	-1	-1	3
2310	0.601652	62.0088	47	1.31934	0.0651224	0.0285494	-1	-1	3
2312	0.601652	40.6189	47	0.864231	0.0113448	0.0266654	-1	-1	3
2317	0.601652	46.4223	47	0.987709	0.07319	0.0287295	-1	-1	3
2318	0.601652	42.7037	47	0.90859	0.0404724	0.0276409	-1	-1	3
2320	0.601652	34.3017	47	0.729824	0.0657405	0.0284288	-1	-1	3
2325	0.601652	54.0193	47	1.14935	0.0467037	0.0278787	-1	-1	3
2326	0.601652	46.3635	47	0.986459	0.0260851	0.0272044	-1	-1	3
2329	0.601652	50.9139	47	1.08328	0.0057567	0.0265763	-1	-1	3
2330	0.601652	37.0848	47	0.789039	0.0163831	0.0268046	-1	-1	3
2332	0.601652	61.5836	47	1.31029	0.00964476	0.0266315	-1	-1	3
2333	0.601652	43.2122	47	0.919409	0.0269251	0.0272006	-1	-1	3
2334	0.601652	49.274	47	1.04838	0.0354514	0.0275138	-1	-1	3
2335	0.601652	38.4675	47	0.818457	0.0185322	0.026932	-1	-1	3
2338	0.601652	53.6592	47	1.14168	-0.0469895	0.0248158	-1	-1	3
2339	0.601652	46.4752	47	0.988834	-0.0111894	0.0259108	-1	-1	3
2340	0.601652	40.3345	47	0.858181	0.00520508	0.0265137	-1	-1	3
2341	0.601652	52.3382	47	1.11358	0.0545176	0.0281304	-1	-1	3
2343	0.601652	36.9188	47	0.785507	-0.0140102	0.0259081	-1	-1	3
2344	0.601652	58.1823	47	1.23792	0.0105549	0.0266819	-1	-1	3
2347	0.601652	73.3672	47	1.561	-0.0267683	0.0254435	-1	-1	3
2348	0.601652	44.0595	47	0.937436	0.0189368	0.0269323	-1	-1	3
2349	0.601652	63.137	47	1.34334	-0.000801873	0.0262243	-1	-1	3
2350	0.601652	43.2463	47	0.920134	-0.000395807	0.0263262	-1	-1	3
2352	0.601652	47.5587	47	1.01189	0.0447856	0.0276907	-1	-1	3
2354	0.601652	35.7744	47	0.761158	0.0420291	0.0276557	-1	-1	3
2356	0.601652	47.4532	47	1.00964	0.0280004	0.0272196	-1	-1	3
2357	0.601652	45.3682	47	0.965281	-0.000943495	0.0263008	-1	-1	3
2360	0.601652	47.4482	47	1.00954	-0.0490558	0.0247333	-1	-1	3
2362	0.601652	40.1093	47	0.85339	-0.00447285	0.0261731	-1	-1	3
2370	0.601652	50.3424	47	1.07111	-0.0273815	0.0254274	-1	-1	3
2373	0.601652	38.5474	47	0.820157	-0.00342184	0.0261847	-1	-1	3
2375	0.601652	53.0994	47	1.12977	-0.038446	0.0250774	-1	-1	3
2380	0.601652	38.3785	47	0.816564	-0.0176267	0.025757	-1	-1	3
2383	0.601652	39.9629	47	0.850274	-0.0784433	0.0237963	-1	-1	3
2384	0.601652	54.308	47	1.15549	-0.0310433	0.0253451	-1	-1	3
2403	0.601652	55.8693	47	1.18871	0.0728783	0.0287415	-1	-1	3
2407	0.601652	35.7722	47	0.761111	0.0977065	0.0295154	-1	-1	3
2408	0.601652	41.2687	47	0.878058	0.0266236	0.0272706	-1	-1	3
2411	0.601652	58.8842	47	1.25285	0.0206649	0.0270258	-1	-1	3
2414	0.601652	47.1839	47	1.00391	0.0436341	0.0277561	-1	-1	3
2415	0.601652	42.9581	47	0.914001	0.0582768	0.0281973	-1	-1	3
2422	0.601652	39.4963	47	0.840347	0.00850568	0.0266407	-1	-1	3
2423	0.601652	43.7958	47	0.931826	0.0222701	0.0269813	-1	-1	3
2424	0.601652	47.6567	47	1.01397	0.00392958	0.0264514	-1	-1	3
2425	0.601652	45.1888	47	0.961463	-0.025656	0.0254708	-1	-1	3
2426	0.601652	41.8775	47	0.891011	0.039754	0.0275993	-1	-1	3
2428	0.601652	42.9487	47	0.913801	0.0160622	0.0268426	-1	-1	3
2429	0.601652	36.4398	47	0.775315	0.0479029	0.0279303	-1	-1	3
2433	0.601652	38.9232	47	0.828153	0.0265384	0.0272124	-1	-1	3
2434	0.601652	37.0409	47	0.788105	-0.0472417	0.0247942	-1	-1	3
2435	0.601652	67.4642	47	1.43541	-0.0111555	0.025983	-1	-1	3
2436	0.601652	52.5493	47	1.11807	0.00114481	0.0263971	-1	-1	3
2438	0.601652	28.3753	47	0.60373	0.0202549	0.0270003	-1	-1	3
2442	0.601652	46.6375	47	0.992288	-0.000341154	0.0262334	-1	-1	3
2443	0.601652	37.454	47	0.796894	0.0609338	0.0283006	-1	-1	3
2444	0.601652	37.9668	47	0.807805	-0.0347776	0.0252159	-1	-1	3
2445	0.601652	52.2109	47	1.11087	-0.004358	0.0262555	-1	-1	3
2448	0.601652	58.6613	47	1.24811	-0.0315574	0.0253347	-1	-1	3
2451	0.601652	55.8234	47	1.18773	0.0483325	0.0278009	-1	-1	3
2452	0.601652	56.8706	47	1.21001	-0.0501394	0.0247393	-1	-1	3
2456	0.601652	52.1002	47	1.10851	-0.0494827	0.0247177	-1	-1	3
2459	0.601652	69.2964	47	1.47439	-0.0261508	0.0253933	-1	-1	3
2473	0.601652	56.6942	47	1.20626	-0.0472972	0.024789	-1	-1	3
2475	0.601652	48.7748	47	1.03776	-0.0308708	0.0252604	-1	-1	3
2490	0.601652	33.3339	47	0.709232	0.0500928	0.028023	-1	-1	3
2494	0.601652	52.1638	47	1.10987	0.0649383	0.0284138	-1	-1	3
2495	0.601652	62.3262	47	1.32609	0.0312011	0.0273174	-1	-1	3
2496	0.601652	54.2638	47	1.15455	0.0288455	0.0272286	-1	-1	3
2498	0.601652	48.0051	47	1.02138	0.0454914	0.0278087	-1	-1	3
2503	0.601652	42.5118	47	0.904507	0.0420568	0.0277505	-1	-1	3
2506	0.601652	35.8494	47	0.762753	-0.0486145	0.0248373	-1	-1	3
2510	0.601652	58.4273	47	1.24313	-0.0116079	0.025942	-1	-1	3
2511	0.601652	60.0302	47	1.27724	0.0581978	0.0282269	-1	-1	3
2512	0.601652	39.3454	47	0.837137	-0.00746358	0.0260184	-1	-1	3
2513	0.601652	51.1996	47	1.08935	0.0270086	0.027244	-1	-1	3
2514	0.601652	29.7084	47	0.632093	0.015642	0.0268221	-1	-1	3
2522	0.601652	44.9508	47	0.9564	-0.0314284	0.025303	-1	-1	3
2523	0.601652	40.1577	47	0.85442	-0.0536044	0.0246129	-1	-1	3
2524	0.601652	50.1732	47	1.06751	0.0137793	0.0268022	-1	-1	3
2525	0.601652	52.0681	47	1.10783	-0.0059042	0.0261459	-1	-1	3
2526	0.601652	57.2614	47	1.21833	-0.0106582	0.0259298	-1	-1	3
2527	0.601652	42.9967	47	0.914824	0.00260546	0.0263967	-1	-1	3
2528	0.601652	64.1421	47	1.36472	-0.0200253	0.0257017	-1	-1	3
2531	0.601652	50.022	47	1.0643	-0.0583124	0.0244468	-1	-1	3
2532	0.601652	51.1459	47	1.08821	-0.0411669	0.0249838	-1	-1	3
2533	0.601652	44.3611	47	0.943853	-0.0173144	0.0257615	-1	-1	3
2536	0.601652	33.9403	47	0.722133	-0.00883273	0.0260254	-1	-1	3
2538	0.601652	70.3001	47	1.49575	-0.0125361	0.0258599	-1	-1	3
2541	0.601652	53.6153	47	1.14075	-0.063123	0.0243395	-1	-1	3
2543	0.601652	41.7831	47	0.889003	-0.0723488	0.0240624	-1	-1	3
2547	0.601652	42.2269	47	0.898444	-0.028804	0.0253553	-1	-1	3
2548	0.601652	51.7278	47	1.10059	-0.0275549	0.0255033	-1	-1	3
2549	0.601652	57.679	47	1.22721	-0.0443054	0.0248636	-1	-1	3
2550	0.601652	55.6172	47	1.18335	-0.0872755	0.0235208	-1	-1	3
2551	0.601652	36.285	47	0.772021	-0.0204568	0.0256719	-1	-1	3
2552	0.601652	39.7443	47	0.845622	-0.04799	0.0247665	-1	-1	3
2558	0.601652	54.9801	47	1.16979	-0.0769951	0.0238453	-1	-1	3
2575	0.601652	40.8616	47	0.869396	0.0854709	0.0290954	-1	-1	3
2576	0.601652	44.3868	47	0.9444	0.0392192	0.027624	-1	-1	3
2582	0.601652	50.6652	47	1.07798	0.0317121	0.027395	-1	-1	3
2583	0.601652	57.1189	47	1.21529	0.0138891	0.0267954	-1	-1	3
2585	0.601652	54.42	47	1.15787	0.0108988	0.0267106	-1	-1	3
2586	0.601652	47.2079	47	1.00442	0.0149602	0.0267864	-1	-1	3
2589	0.601652	55.7584	47	1.18635	0.0110699	0.0267121	-1	-1	3
2591	0.601652	41.2454	47	0.877562	0.0294735	0.0273347	-1	-1	3
2593	0.601652	28.4961	47	0.6063	0.0135401	0.0267215	-1	-1	3
2595	0.601652	51.4329	47	1.09432	0.0352522	0.0274959	-1	-1	3
2596	0.601652	34.4052	47	0.732025	0.0694463	0.0285696	-1	-1	3
2598	0.601652	43.3561	47	0.92247	-0.0334507	0.0252146	-1	-1	3
2601	0.601652	54.4767	47	1.15908	-0.0246949	0.0254602	-1	-1	3
2602	0.601652	47.6859	47	1.01459	-0.0336489	0.025274	-1	-1	3
2604	0.601652	57.9214	47	1.23237	-0.0522198	0.0246348	-1	-1	3
2605	0.601652	41.6158	47	0.885443	-0.00884518	0.0261043	-1	-1	3
2610	0.601652	35.9968	47	0.765889	-0.0365459	0.0251723	-1	-1	3
2611	0.601652	46.4459	47	0.988211	-0.00249126	0.026199	-1	-1	3
2613	0.601652	57.1572	47	1.21611	-0.0200988	0.0255703	-1	-1	3
2614	0.601652	39.4659	47	0.8397	0.0105295	0.0266657	-1	-1	3
2618	0.601652	57.4313	47	1.22194	-0.0299371	0.0253618	-1	-1	3
2625	0.601652	36.6492	47	0.779771	0.0245039	0.0270354	-1	-1	3
2626	0.601652	35.4452	47	0.754153	-0.0312437	0.0253124	-1	-1	3
2632	0.601652	51.2984	47	1.09146	-0.0362422	0.0251845	-1	-1	3
2636	0.601652	51.968	47	1.1057	-0.00967454	0.0259115	-1	-1	3
2660	0.601652	50.2881	47	1.06996	0.0501429	0.0279165	-1	-1	3
2664	0.601652	45.9923	47	0.978561	0.0663079	0.0285418	-1	-1	3
2668	0.601652	61.5191	47	1.30892	0.0553916	0.0282159	-1	-1	3
2672	0.601652	52.5327	47	1.11772	0.00170841	0.0263263	-1	-1	3
2673	0.601652	63.3134	47	1.34709	-0.0272178	0.0254263	-1	-1	3
2674	0.601652	42.3558	47	0.901188	0.0484408	0.0279141	-1	-1	3
2678	0.601652	42.8841	47	0.912428	0.048106	0.0278802	-1	-1	3
2680	0.601652	37.0361	47	0.788002	0.00571486	0.0264488	-1	-1	3
2681	0.601652	38.25	47	0.81383	0.0200086	0.026983	-1	-1	3
2683	0.601652	44.6944	47	0.950945	0.00133793	0.0263395	-1	-1	3
2688	0.601652	42.9278	47	0.913357	-0.00192288	0.0261488	-1	-1	3
2690	0.601652	53.7493	47	1.1436	-0.0169622	0.0257806	-1	-1	3
2696	0.601652	55.3787	47	1.17827	0.00873713	0.026557	-1	-1	3
2697	0.601652	38.8352	47	0.826282	-0.0276762	0.0254771	-1	-1	3
2698	0.601652	57.9486	47	1.23295	-0.0143768	0.0258313	-1	-1	3
2705	0.601652	39.5118	47	0.840677	-0.0550459	0.0245255	-1	-1	3
2706	0.601652	43.4548	47	0.924569	-0.0230239	0.025645	-1	-1	3
2709	0.601652	46.2421	47	0.983874	-0.0478139	0.0247507	-1	-1	3
2711	0.601652	48.7449	47	1.03712	-0.025505	0.0255247	-1	-1	3
2713	0.601652	39.0202	47	0.830216	-0.0207813	0.025702	-1	-1	3
2715	0.601652	44.3211	47	0.943001	-0.0168238	0.0257472	-1	-1	3
2719	0.601652	36.5274	47	0.777178	-0.0133324	0.0258556	-1	-1	3
2723	0.601652	30.3774	47	0.646327	-0.0265145	0.0253716	-1	-1	3
2724	0.601652	81.7649	47	1.73968	-0.0143017	0.0257803	-1	-1	3
2728	0.601652	41.0106	47	0.872566	-0.076906	0.0238447	-1	-1	3
2738	0.601652	48.582	47	1.03366	0.0629744	0.0283191	-1	-1	3
2739	0.601652	50.4021	47	1.07238	0.0336011	0.0274587	-1	-1	3
2748	0.601652	31.559	47	0.671468	0.0261292	0.0271386	-1	-1	3
2750	0.601652	46.8525	47	0.996861	0.0226478	0.0269914	-1	-1	3
2751	0.601652	48.6507	47	1.03512	0.0860038	0.0291307	-1	-1	3
2752	0.601652	43.7031	47	0.929854	0.0311356	0.0272934	-1	-1	3
2754	0.601652	36.9922	47	0.787068	0.00299449	0.026424	-1	-1	3
2755	0.601652	40.0543	47	0.85222	0.0452519	0.0278017	-1	-1	3
2757	0.601652	42.4621	47	0.903449	0.0234234	0.026991	-1	-1	3
2758	0.601652	55.5757	47	1.18246	0.0105049	0.0266263	-1	-1	3
2760	0.601652	48.7293	47	1.03679	0.0582849	0.0281781	-1	-1	3
2762	0.601652	40.1721	47	0.854725	0.00751644	0.02655	-1	-1	3
2763	0.601652	28.4479	47	0.605275	-0.0188601	0.0256722	-1	-1	3
2765	0.601652	35.9787	47	0.765504	0.0040175	0.0263709	-1	-1	3
2766	0.601652	36.6259	47	0.779275	0.017469	0.0268636	-1	-1	3
2769	0.601652	37.223	47	0.791979	0.0248058	0.0270374	-1	-1	3
2773	0.601652	37.8944	47	0.806264	-0.0196814	0.0256469	-1	-1	3
2774	0.601652	44.6075	47	0.949095	-0.0184015	0.0256814	-1	-1	3
2776	0.601652	37.3569	47	0.794827	-0.0101367	0.0259617	-1	-1	3
2777	0.601652	54.6522	47	1.16281	-0.0338221	0.0252421	-1	-1	3
2780	0.601652	41.1008	47	0.874485	0.00586399	0.026413	-1	-1	3
2781	0.601652	53.2809	47	1.13364	-0.0353073	0.0252252	-1	-1	3
2789	0.601652	53.6766	47	1.14206	-0.0299209	0.0253342	-1	-1	3
2791	0.601652	44.5112	47	0.947048	-0.020788	0.0255578	-1	-1	3
2793	0.601652	47.0873	47	1.00186	0.0320883	0.0272892	-1	-1	3
2799	0.601652	53.0974	47	1.12973	-0.0303324	0.0251938	-1	-1	3
2813	0.601652	41.6677	47	0.886547	0.0907351	0.0292637	-1	-1	3
2825	0.601652	55.1999	47	1.17447	0.0222767	0.0270199	-1	-1	3
2828	0.601652	41.2501	47	0.877662	0.0385558	0.0275321	-1	-1	3
2835	0.601652	41.5318	47	0.883655	-0.0503535	0.0247092	-1	-1	3
2836	0.601652	48.9449	47	1.04138	-0.00561295	0.0261468	-1	-1	3
2839	0.601652	43.3598	47	0.92255	0.0309442	0.0272683	-1	-1	3
2840	0.601652	66.1591	47	1.40764	0.0683028	0.0285646	-1	-1	3
2842	0.601652	59.8475	47	1.27335	0.0236909	0.02703	-1	-1	3
2843	0.601652	37.7925	47	0.804096	0.0101251	0.0265777	-1	-1	3
2844	0.601652	54.0839	47	1.15072	0.00327362	0.0263906	-1	-1	3
2850	0.601652	34.2491	47	0.728705	-0.00542273	0.0260919	-1	-1	3
2852	0.601652	55.9558	47	1.19055	-0.0349666	0.0251664	-1	-1	3
2854	0.601652	34.1075	47	0.725692	-0.0065116	0.0260387	-1	-1	3
2855	0.601652	42.4513	47	0.90322	-0.0501601	0.0247447	-1	-1	3
2856	0.601652	46.4083	47	0.98741	-0.0538541	0.0245523	-1	-1	3
2857	0.601652	53.2701	47	1.13341	0.00448999	0.0264542	-1	-1	3
2858	0.601652	44.2708	47	0.941932	0.010679	0.0265887	-1	-1	3
2860	0.601652	46.4786	47	0.988906	0.00365953	0.0264196	-1	-1	3
2861	0.601652	31.3135	47	0.666245	0.00307049	0.026388	-1	-1	3
2862	0.601652	37.9122	47	0.806643	-0.048917	0.0246999	-1	-1	3
2863	0.601652	46.7876	47	0.995481	0.00244898	0.0263828	-1	-1	3
2865	0.601652	46.1141	47	0.98115	0.0489745	0.0278936	-1	-1	3
2866	0.601652	42.0157	47	0.893951	-0.004548	0.026108	-1	-1	3
2868	0.601652	42.6039	47	0.906466	-0.0276154	0.0254184	-1	-1	3
2871	0.601652	48.487	47	1.03164	-0.0251821	0.0255277	-1	-1	3
2872	0.601652	73.5284	47	1.56443	-0.000261	0.0262571	-1	-1	3
2875	0.601652	40.3276	47	0.858034	0.000721145	0.0262498	-1	-1	3
2876	0.601652	47.8829	47	1.01879	0.00824882	0.0265388	-1	-1	3
2879	0.601652	47.1204	47	1.00256	-0.0316445	0.0252725	-1	-1	3
2885	0.601652	44.9576	47	0.956544	-0.0140694	0.0258878	-1	-1	3
2895	0.601652	37.8519	47	0.80536	-0.062779	0.0243102	-1	-1	3
2908	0.601652	47.2948	47	1.00627	0.0616927	0.0282894	-1	-1	3
2919	0.601652	48.3993	47	1.02977	0.010629	0.0266161	-1	-1	3
2924	0.601652	54.9646	47	1.16946	0.0810548	0.0290147	-1	-1	3
2928	0.601652	65.5936	47	1.39561	0.00763375	0.0266101	-1	-1	3
2929	0.601652	37.0714	47	0.788754	0.0134875	0.0267109	-1	-1	3
2931	0.601652	51.8157	47	1.10246	0.0304254	0.0272753	-1	-1	3
2932	0.601652	37.6755	47	0.801607	0.0347187	0.0273979	-1	-1	3
2933	0.601652	30.8023	47	0.655367	-0.00543428	0.0261294	-1	-1	3
2934	0.601652	43.8615	47	0.933223	0.0636534	0.0284164	-1	-1	3
2935	0.601652	46.5305	47	0.990011	0.0070306	0.0265316	-1	-1	3
2938	0.601652	53.7861	47	1.14439	0.0567172	0.0281583	-1	-1	3
2939	0.601652	72.7422	47	1.54771	0.0281539	0.0271477	-1	-1	3
2940	0.601652	32.1418	47	0.683867	0.0493923	0.0279635	-1	-1	3
2941	0.601652	24.7587	47	0.52678	0.00837	0.0265454	-1	-1	3
2942	0.601652	77.6037	47	1.65114	-0.0054025	0.0261006	-1	-1	3
2944	0.601652	55.3688	47	1.17806	0.0101657	0.0266561	-1	-1	3
2945	0.601652	41.015	47	0.87266	-0.00608898	0.0261427	-1	-1	3
2946	0.601652	44.6237	47	0.94944	0.010237	0.0265871	-1	-1	3
2948	0.601652	50.4228	47	1.07283	0.0436953	0.0276697	-1	-1	3
2949	0.601652	41.4738	47	0.882421	-0.0020683	0.0262466	-1	-1	3
2951	0.601652	40.0808	47	0.852782	0.0321868	0.0273167	-1	-1	3
2953	0.601652	40.9589	47	0.871467	0.00661993	0.0264675	-1	-1	3
2955	0.601652	83.6616	47	1.78003	-0.0200385	0.0256402	-1	-1	3
2957	0.601652	45.2709	47	0.96321	-0.0175283	0.0256563	-1	-1	3
2960	0.601652	39.1173	47	0.832282	-0.00506176	0.0261042	-1	-1	3
2961	0.601652	58.2506	47	1.23937	0.0151018	0.0266755	-1	-1	3
2964	0.601652	38.847	47	0.826532	0.0172746	0.0267532	-1	-1	3
2965	0.601652	39.4105	47	0.838521	-0.0511468	0.0246511	-1	-1	3
2966	0.601652	45.2099	47	0.961912	0.0289953	0.0271718	-1	-1	3
2968	0.601652	49.3833	47	1.05071	-0.0320059	0.025171	-1	-1	3
2972	0.601652	40.2269	47	0.855892	0.023033	0.026981	-1	-1	3
2973	0.601652	38.2864	47	0.814605	0.0083746	0.0264533	-1	-1	3
2998	0.601652	51.874	47	1.1037	0.0253519	0.0271192	-1	-1	3
3001	0.601652	49.1292	47	1.0453	0.0401325	0.0276341	-1	-1	3
3006	0.601652	34.317	47	0.730149	0.0299939	0.0272342	-1	-1	3
3007	0.601652	49.0814	47	1.04428	-0.0271998	0.0254663	-1	-1	3
3009	0.601652	57.5841	47	1.22519	0.00914682	0.0265012	-1	-1	3
3010	0.601652	55.3374	47	1.17739	0.0211636	0.0269511	-1	-1	3
3012	0.601652	49.3023	47	1.04899	0.0402703	0.0276533	-1	-1	3
3014	0.601652	39.3907	47	0.838099	0.000108476	0.0262957	-1	-1	3
3016	0.601652	30.9618	47	0.658762	0.0279447	0.0271688	-1	-1	3
3018	0.601652	48.0113	47	1.02152	0.0504329	0.0278963	-1	-1	3
3019	0.601652	40.2264	47	0.855881	0.020406	0.0269629	-1	-1	3
3022	0.601652	48.3171	47	1.02802	-0.0289492	0.0253542	-1	-1	3
3025	0.601652	49.1376	47	1.04548	-0.0172832	0.0257247	-1	-1	3
3026	0.601652	36.9394	47	0.785944	-0.00891697	0.0259717	-1	-1	3
3027	0.601652	41.2958	47	0.878635	0.0138484	0.0267322	-1	-1	3
3028	0.601652	44.0699	47	0.937657	-0.0136088	0.0258269	-1	-1	3
3029	0.601652	57.345	47	1.22011	0.0104355	0.0266669	-1	-1	3
3030	0.601652	32.892	47	0.699829	-0.0411252	0.0249488	-1	-1	3
3031	0.601652	40.773	47	0.86751	-0.0716336	0.0240757	-1	-1	3
3034	0.601652	65.8721	47	1.40153	0.0339593	0.0272753	-1	-1	3
3035	0.601652	34.9157	47	0.742887	-0.00192369	0.0261598	-1	-1	3
3036	0.601652	60.2185	47	1.28124	0.0268602	0.0270411	-1	-1	3
3037	0.601652	43.1338	47	0.917741	-0.0336973	0.0251864	-1	-1	3
3038	0.601652	53.8872	47	1.14654	0.00824588	0.026536	-1	-1	3
3039	0.601652	51.6663	47	1.09928	-0.0222314	0.0256094	-1	-1	3
3046	0.601652	40.1243	47	0.853709	-0.0118642	0.0258487	-1	-1	3
3049	0.601652	33.4067	47	0.71078	-0.0983682	0.0232005	-1	-1	3
3051	0.601652	56.1613	47	1.19492	-0.0098615	0.0259582	-1	-1	3
3055	0.601652	44.1131	47	0.938577	0.0241311	0.0269504	-1	-1	3
3056	0.601652	42.403	47	0.902192	-0.0110081	0.0258272	-1	-1	3
3058	0.601652	42.9102	47	0.912982	-0.0538997	0.024541	-1	-1	3
3064	0.601652	53.7738	47	1.14412	0.0866698	0.0291505	-1	-1	3
3066	0.601652	47.8254	47	1.01756	0.0288899	0.0272736	-1	-1	3
3074	0.601652	38.6061	47	0.821405	0.00265825	0.0263847	-1	-1	3
3075	0.601652	36.1176	47	0.76846	0.0424666	0.0275817	-1	-1	3
3076	0.601652	53.9539	47	1.14796	0.0824781	0.0289294	-1	-1	3
3077	0.601652	50.192	47	1.06792	0.047146	0.0278064	-1	-1	3
3079	0.601652	35.5566	47	0.756524	0.00241181	0.0263819	-1	-1	3
3082	0.601652	42.2915	47	0.899818	0.0381683	0.027485	-1	-1	3
3084	0.601652	39.3598	47	0.837443	0.0355912	0.0274347	-1	-1	3
3086	0.601652	55.8089	47	1.18742	0.00766481	0.0265479	-1	-1	3
3087	0.601652	47.6178	47	1.01314	0.000747139	0.026339	-1	-1	3
3088	0.601652	56.0617	47	1.1928	0.0164033	0.0267992	-1	-1	3
3089	0.601652	34.7152	47	0.738621	0.0488228	0.0278659	-1	-1	3
3090	0.601652	60.4057	47	1.28523	0.0103515	0.0266249	-1	-1	3
3095	0.601652	51.2479	47	1.09038	0.0224545	0.0269568	-1	-1	3
3098	0.601652	39.5168	47	0.840783	0.0576479	0.0280914	-1	-1	3
3103	0.601652	46.8107	47	0.995973	0.0244179	0.0271417	-1	-1	3
3105	0.601652	37.8245	47	0.804777	-0.0559566	0.0244956	-1	-1	3
3107	0.601652	36.7955	47	0.782883	-0.0110156	0.0259369	-1	-1	3
3119	0.601652	41.8	47	0.889363	-0.0183971	0.0256856	-1	-1	3
3120	0.601652	33.0161	47	0.70247	-0.0679001	0.024108	-1	-1	3
3134	0.601652	47.9201	47	1.01958	0.0459201	0.0278127	-1	-1	3
3146	0.601652	39.9823	47	0.850688	0.0114447	0.0266237	-1	-1	3
3148	0.601652	46.4242	47	0.987749	0.00691091	0.0265029	-1	-1	3
3149	0.601652	47.8736	47	1.01859	0.00508789	0.0264132	-1	-1	3
3151	0.601652	54.9563	47	1.16928	0.0564949	0.0280627	-1	-1	3
3153	0.601652	46.7097	47	0.993824	0.0228444	0.0269625	-1	-1	3
3157	0.601652	40.7078	47	0.866123	0.032147	0.027247	-1	-1	3
3159	0.601652	52.5581	47	1.11826	0.0462522	0.0276723	-1	-1	3
3161	0.601652	53.8675	47	1.14612	-0.023096	0.0255897	-1	-1	3
3162	0.601652	39.4523	47	0.839412	0.0456574	0.0277574	-1	-1	3
3163	0.601652	50.4302	47	1.07298	0.0284673	0.0271287	-1	-1	3
3165	0.601652	43.4333	47	0.924113	0.0238569	0.0269909	-1	-1	3
3167	0.601652	31.9482	47	0.67975	0.0139503	0.0267906	-1	-1	3
3168	0.601652	64.1981	47	1.36592	0.0167137	0.0268521	-1	-1	3
3170	0.601652	50.4711	47	1.07385	0.0485275	0.0279123	-1	-1	3
3172	0.601652	40.9432	47	0.871132	0.00328077	0.0264027	-1	-1	3
3173	0.601652	53.5886	47	1.14018	-0.00244056	0.026256	-1	-1	3
3174	0.601652	48.0537	47	1.02242	-0.00476776	0.0260544	-1	-1	3
3176	0.601652	65.0526	47	1.3841	0.0216107	0.0269682	-1	-1	3
3177	0.601652	43.5453	47	0.926497	-0.0104988	0.0258782	-1	-1	3
3178	0.601652	48.9998	47	1.04255	-0.0495923	0.0246732	-1	-1	3
3179	0.601652	51.5654	47	1.09714	-0.0229724	0.025539	-1	-1	3
3180	0.601652	62.4884	47	1.32954	0.00751106	0.026624	-1	-1	3
3181	0.601652	46.098	47	0.980808	-0.014761	0.0257489	-1	-1	3
3182	0.601652	42.0797	47	0.895313	0.0108489	0.0266055	-1	-1	3
3184	0.601652	48.3451	47	1.02862	0.0192889	0.0268344	-1	-1	3
3188	0.601652	41.0765	47	0.873968	0.0334972	0.0272938	-1	-1	3
3192	0.601652	51.2667	47	1.09078	0.0225194	0.026928	-1	-1	3
3195	0.601652	54.4731	47	1.159	-0.0237894	0.0255037	-1	-1	3
3196	0.601652	52.0971	47	1.10845	-0.041388	0.0249404	-1	-1	3
3201	0.601652	35.2828	47	0.750698	-0.0345006	0.0251589	-1	-1	3
3203	0.601652	45.1776	47	0.961224	-0.074341	0.023906	-1	-1	3
3206	0.601652	50.6295	47	1.07722	-0.0118738	0.0257663	-1	-1	3
3215	0.601652	50.9623	47	1.08431	0.107064	0.0298145	-1	-1	3
3225	0.601652	35.2506	47	0.750012	0.0596337	0.02825	-1	-1	3
3228	0.601652	36.5003	47	0.776602	0.0237887	0.0270454	-1	-1	3
3233	0.601652	35.9756	47	0.765437	0.044218	0.0276908	-1	-1	3
3235	0.601652	36.534	47	0.777319	0.03205	0.0273153	-1	-1	3
3237	0.601652	49.4391	47	1.0519	-0.0328416	0.0252399	-1	-1	3
3239	0.601652	49.3041	47	1.04902	0.00963726	0.026522	-1	-1	3
3243	0.601652	38.4978	47	0.819103	0.0343209	0.0274171	-1	-1	3
3250	0.601652	44.2828	47	0.942186	0.0390264	0.0275424	-1	-1	3
3251	0.601652	53.8	47	1.14468	-0.0265079	0.0253655	-1	-1	3
3253	0.601652	63.4665	47	1.35035	-0.0187358	0.025595	-1	-1	3
3254	0.601652	40.6175	47	0.864202	-0.0359778	0.0251077	-1	-1	3
3258	0.601652	41.5202	47	0.883409	-0.0227012	0.0255292	-1	-1	3
