0	9.3069	0.585162	-0.000191517	54	102.227	0.0730562	19113	-100
1	6.36722	0.584755	-0.012208	54	51.4141	0.071642	19875	-100
2	-5.81895	0.583851	0.363032	54	27.1322	0.0729951	19145	-100
3	3.82821	0.587158	0.0263914	54	26.5241	0.0840791	14430	-100
4	-7.99652	0.584054	0.0336955	54	59.4161	0.0934745	11675	-100
5	183.004	0.58478	0.0243058	54	32024	0.0678694	22146	0
6	-12.6023	0.584488	0.0131626	54	129.318	0.0671708	22609	-100
7	2.64961	0.584863	0.10864	54	16.9584	0.0648904	24226	-100
8	10.0528	0.584022	0.00450793	54	122.067	0.0660103	23411	-100
10	2.34931	0.582224	0.00589625	54	10.3875	0.0694326	21160	-100
11	-5.19517	0.582436	nan	54	18.3162	0.0722314	19552	0
12	2.12474	0.584224	0.0704393	54	11.6177	0.0706639	20429	-100
13	5.06136	0.582273	0.00674606	54	31.9149	0.068508	21735	-100
14	4.20203	0.583864	0.00732161	54	24.5038	0.0681112	21989	-100
15	-11.5305	0.580907	0.00272701	54	89.0805	0.0605116	27859	-100
16	16.4901	0.5816	0.02953	54	244.178	0.0618203	26692	0
17	6.97941	0.581584	0.0254172	54	58.2547	0.0638321	25036	0
18	-10.8769	0.582558	0.01533	54	83.4283	0.0636708	25163	-100
19	-8.48512	0.581771	0.0301038	54	48.928	0.0633481	25420	-100
20	-14.5129	0.581044	0.016465	54	150.156	0.0605594	27815	-100
21	-22.0216	0.582564	0.0247445	54	373.095	0.060696	27690	-100
22	19.7464	0.581567	0.0298722	54	431.592	0.0604087	27954	0
23	4.98591	0.581706	0.0249684	54	34.6182	0.0988203	10446	-100
24	-12.0425	0.577829	0.00164358	54	107.517	0.061238	27202	-100
25	6.18416	0.578018	0.0285433	54	43.6938	0.063841	25029	-100
26	2.03667	0.582471	0.00529053	54	9.01606	0.0618249	26688	-100
27	1.84152	0.582527	0.00766619	54	8.21805	0.0631102	25612	-100
28	5.24797	0.580956	0.0225782	54	41.3027	0.086776	13547	-100
29	1.95384	0.582552	-0.00152739	54	8.4022	0.0619213	26605	-100
30	5.85763	0.580897	0.0214495	54	52.1552	0.0742868	18485	-100
31	9.28401	0.581581	0.0179512	54	88.199	0.0652891	23931	-100
32	3.73505	0.583613	0.00765316	54	16.9014	0.0547307	34055	-100
33	3.72389	0.584239	0.00740447	54	20.0002	0.0556823	32901	-100
34	2.89942	0.584591	0.00854874	54	11.9106	0.0549856	33740	-100
35	4.60465	0.583801	0.0102723	54	27.1478	0.0553086	33347	-100
36	3.11719	0.585008	0.00751406	54	14.8451	0.0547468	34035	-100
37	2.75567	0.585228	0.00888839	54	11.1292	0.0543781	34498	-100
38	5.24859	0.583748	0.00328317	54	27.5986	0.0564519	32010	-100
39	8.68857	0.583009	0.00850771	54	79.1387	0.071872	19748	-100
40	4.01642	0.582392	0.00730692	54	19.3795	0.0566728	31761	-100
41	3.37578	0.583431	0.0116161	54	18.7554	0.064656	24402	-100
42	7.89712	0.582533	0.0105703	54	68.7309	0.0551888	33492	-100
43	10.5908	0.582934	0.012325	54	110.133	0.0559671	32567	0
44	1.92041	0.582831	0.00344342	54	7.46423	0.0547452	34037	-100
45	55.4983	0.583013	0.00935947	54	2914.28	0.0578694	30461	-100
46	4.34595	0.582571	0.0115578	54	27.3723	0.0627184	25933	-100
47	-10.8051	0.583083	0.0172112	54	89.5718	0.0601116	28231	-100
48	13.6652	0.582458	0.0247057	54	183.038	0.0596558	28664	-100
49	5.89907	0.584473	0.000102314	54	42.3121	0.0593902	28921	-100
50	8.41892	0.582918	0.0245271	54	129.594	0.0677106	22250	-100
51	98.3629	0.58253	0.0137378	54	9973.83	0.0689617	21450	-100
52	-10.0218	0.583842	0.0364248	54	71.8538	0.0588174	29487	-100
53	3.24974	0.582816	0.0165544	54	15.968	0.0592388	29069	-100
54	8.58579	0.58301	0.0165846	54	92.3633	0.060166	28180	-100
55	25.6429	0.582321	0.0110515	54	592.019	0.0613713	27084	-100
56	6.8431	0.583143	0.0122169	54	58.8239	0.0604942	27875	-100
57	10.6471	0.583175	0.0102894	54	142.309	0.0577709	30565	-100
58	13.3125	0.582525	0.0190457	54	180.354	0.0596808	28640	-100
