80	0.633969	108.027	54	2.00049	0.0472155	0.0262727	3
81	0.634002	114.47	54	2.11982	0.0361472	0.0259955	3
82	0.633992	82.3472	54	1.52495	0.0999969	0.0293988	3
83	0.634076	110.412	54	2.04467	-0.00963891	0.0268694	3
84	0.634089	100.658	54	1.86403	0.0889081	0.0301633	3
85	0.633875	73.9081	54	1.36867	0.0543706	0.0330059	3
86	0.633804	70.7475	54	1.31014	-0.0346667	0.037942	3
87	0.63387	84.6505	54	1.5676	-0.0501663	0.03079	3
88	0.633702	153.01	54	2.83352	0.0313157	0.0292101	3
89	0.633747	73.7703	54	1.36612	0.0744641	0.0310115	3
90	0.633764	110.677	54	2.04958	0.0253271	0.0308423	3
92	0.633904	82.163	54	1.52154	0.0114183	0.040746	3
94	0.63391	101.042	54	1.87114	-0.0949803	0.0320714	3
95	0.633841	118.393	54	2.19246	-0.253691	0.0290129	3
96	0.6339	108.015	54	2.00028	9.70471e-05	0.029802	3
97	0.633879	93.0503	54	1.72315	0.300121	0.042331	3
98	0.633895	60.1298	54	1.11352	0.135929	0.0346401	3
99	0.633889	120.872	54	2.23837	-0.0986252	0.0268062	3
100	0.633823	99.7647	54	1.8475	-0.048559	0.0303674	3
102	0.634	79.59	54	1.47389	-0.0245519	0.0349004	3
103	0.633836	54.0599	54	1.00111	0.0985441	0.0405492	3
104	0.633847	91.6008	54	1.69631	0.12118	0.0319712	3
105	0.633833	79.0978	54	1.46477	0.147136	0.0343961	3
106	0.633995	83.5579	54	1.54737	0.311218	0.0420641	3
108	0.63403	78.2075	54	1.44829	0.135403	0.0367098	3
109	0.633933	80.5773	54	1.49217	0.0109246	0.0380526	3
110	0.633988	68.1586	54	1.2622	0.186109	0.04143	3
111	0.63396	138.059	54	2.55664	0.0454714	0.0335754	3
112	0.633973	70.9827	54	1.31449	0.0776738	0.0374678	3
113	0.634004	81.9943	54	1.51841	0.236794	0.042907	3
114	0.633938	51.9858	54	0.962701	0.214733	0.0441697	3
115	0.633733	46.9238	54	0.868959	-0.057794	0.049909	3
116	0.633948	118.778	54	2.19959	0.0153559	0.0336428	3
117	0.633966	41.3247	54	0.765272	0.102938	0.0356236	3
118	0.633903	76.9754	54	1.42547	-0.126946	0.0281551	3
119	0.633698	57.1468	54	1.05827	-0.0555338	0.0312582	3
120	0.633823	38.6846	54	0.716382	0.012854	0.0372971	3
