0	0.633292	47.1102	54	0.872411	0.00286886	0.0300281	3
1	0.633289	36.9527	54	0.684308	-0.162038	0.0241013	3
2	0.633293	70.7868	54	1.31087	-0.0567144	0.0308586	3
3	0.633294	51.6798	54	0.957033	-0.171514	0.0293238	3
4	0.633213	51.7162	54	0.957708	-0.247732	0.0301006	3
5	0.633165	66.5861	54	1.23308	-0.176989	0.0208825	3
6	0.63329	50.751	54	0.939833	0.062354	0.0294547	3
7	0.633194	36.1878	54	0.670145	-0.0701256	0.0259591	3
8	0.63309	26.3953	54	0.488802	-0.170897	0.0251585	3
10	0.633125	67.9827	54	1.25894	-0.00612451	0.0256252	3
11	0.633114	61.6226	54	1.14116	-0.171588	0.0222817	3
12	0.633175	46.7804	54	0.866304	-0.132935	0.0236818	3
13	0.633151	46.6681	54	0.864224	-0.148921	0.0224489	3
14	0.633168	38.9606	54	0.721492	-0.153093	0.0217996	3
15	0.632887	37.5755	54	0.695842	-0.226106	0.0174781	3
16	0.632938	48.9305	54	0.906121	-0.254276	0.017057	3
17	0.63293	54.7221	54	1.01337	-0.247059	0.0175961	3
18	0.632999	54.5555	54	1.01029	-0.231339	0.0184766	3
19	0.632897	60.2491	54	1.11572	-0.238379	0.017525	3
20	0.632905	58.6161	54	1.08548	-0.32778	0.0147596	3
21	0.632888	66.6262	54	1.23382	-0.244839	0.0171568	3
22	0.63292	57.7175	54	1.06884	-0.140763	0.0193617	3
23	0.632865	57.5518	54	1.06577	-0.10118	0.02878	3
24	0.632577	69.496	54	1.28696	-0.185746	0.0188736	3
25	0.632593	58.2504	54	1.07871	-0.292593	0.0172169	3
26	0.632966	35.3662	54	0.65493	-0.0528333	0.0223998	3
27	0.632966	41.5031	54	0.768575	-0.119305	0.0217136	3
28	0.632935	69.5047	54	1.28712	-0.0387575	0.0337834	3
29	0.633016	34.2541	54	0.634336	-0.09634	0.021439	3
30	0.632953	82.1973	54	1.52217	-0.20016	0.0210206	3
31	0.633013	38.2933	54	0.709136	-0.173979	0.0187938	3
32	0.633208	57.8757	54	1.07177	-0.176696	0.0158379	3
33	0.633181	51.5512	54	0.954651	-0.206985	0.0161942	3
34	0.633182	48.1284	54	0.891266	-0.181329	0.0165684	3
35	0.633234	44.6622	54	0.827078	-0.159086	0.0170054	3
36	0.63322	55.9484	54	1.03608	-0.122691	0.0176666	3
37	0.633185	69.5199	54	1.28741	-0.193325	0.015675	3
38	0.633168	56.3792	54	1.04406	-0.0586048	0.0197725	3
39	0.633119	51.4941	54	0.953594	-0.144102	0.020643	3
40	0.633065	70.8762	54	1.31252	-0.254264	0.0150905	3
41	0.63315	58.6471	54	1.08606	-0.186534	0.0186535	3
42	0.633061	45.3619	54	0.840036	-0.176262	0.0177095	3
43	0.633093	35.2959	54	0.653628	-0.150485	0.0187771	3
44	0.63309	54.7309	54	1.01353	-0.16729	0.0175172	3
45	0.63309	48.339	54	0.895167	-0.149231	0.0182773	3
46	0.633034	50.8747	54	0.942124	-0.127859	0.0202161	3
47	0.63312	42.3236	54	0.78377	0.0365572	0.0298413	3
48	0.633218	77.7932	54	1.44062	-0.125233	0.0230568	3
49	0.633103	32.069	54	0.593871	-0.130383	0.0228319	3
50	0.633139	34.7039	54	0.642665	0.0191022	0.0333234	3
51	0.633041	51.7099	54	0.95759	-0.121404	0.0272214	3
52	0.633211	27.4387	54	0.508124	-0.0744346	0.0228698	3
53	0.63314	56.5098	54	1.04648	-0.189353	0.0201746	3
54	0.63309	33.5896	54	0.622029	-0.0990995	0.0235338	3
55	0.633077	33.0766	54	0.612529	-0.147205	0.0227638	3
56	0.633113	62.8672	54	1.16421	-0.221591	0.0203061	3
57	0.633046	39.7549	54	0.736202	-0.099241	0.0251029	3
58	0.633063	33.0276	54	0.611621	-0.165119	0.0212084	3
