80	0.63324	88.8504	54	1.64538	0.126947	0.0300441	3
81	0.633305	87.2319	54	1.6154	0.0936059	0.029188	3
82	0.633272	74.891	54	1.38687	0.159796	0.0329735	3
83	0.633336	100.91	54	1.86871	0.0656906	0.0308794	3
84	0.633396	84.555	54	1.56583	0.163117	0.0345354	3
85	0.633127	65.2876	54	1.20903	0.107839	0.0366509	3
86	0.633101	66.9176	54	1.23921	0.0210536	0.0420596	3
87	0.633095	71.2483	54	1.31941	0.0191945	0.0353825	3
88	0.632942	128.732	54	2.38392	0.0943764	0.0334418	3
89	0.632957	55.794	54	1.03322	0.149819	0.0360703	3
90	0.633021	78.994	54	1.46285	0.109159	0.0366932	3
92	0.633186	69.3981	54	1.28515	0.0586224	0.0453022	3
94	0.633182	81.3957	54	1.50733	-0.0397043	0.0369893	3
95	0.633131	110.521	54	2.04668	-0.213989	0.0325927	3
96	0.633159	82.9932	54	1.53691	0.0957973	0.0352803	3
97	0.633161	75.3751	54	1.39583	0.380563	0.0484462	3
98	0.63319	55.1959	54	1.02215	0.218524	0.0401933	3
99	0.633134	95.8732	54	1.77543	-0.025503	0.0315638	3
100	0.63311	89.1357	54	1.65066	0.011338	0.0342132	3
102	0.63338	68.5158	54	1.26881	0.0395067	0.0393474	3
103	0.633109	43.2608	54	0.801126	0.186717	0.0485724	3
104	0.633147	71.5084	54	1.32423	0.194957	0.036621	3
105	0.633123	56.8359	54	1.05252	0.232706	0.0401418	3
106	0.633325	65.5216	54	1.21336	0.399199	0.0489292	3
108	0.633365	65.6889	54	1.21646	0.217869	0.042672	3
109	0.633273	72.7671	54	1.34754	0.0709199	0.0427825	3
110	0.633382	49.8173	54	0.922542	0.257289	0.0483126	3
111	0.633253	130.748	54	2.42126	0.117845	0.0373634	3
112	0.633297	58.269	54	1.07906	0.149983	0.0437444	3
113	0.633313	65.9567	54	1.22142	0.34326	0.051728	3
114	0.633276	48.0569	54	0.889942	0.310104	0.0525573	3
115	0.633128	50.1833	54	0.92932	-0.0170165	0.0565785	3
116	0.633232	111.832	54	2.07096	0.0717101	0.0380767	3
117	0.633234	33.4481	54	0.619409	0.198134	0.0426404	3
118	0.633245	64.1496	54	1.18795	-0.0669815	0.0330303	3
119	0.632976	48.0817	54	0.890402	0.00848904	0.0369415	3
120	0.633122	31.5081	54	0.583483	0.0784278	0.0442015	3
