0	0.603318	59.8589	47	1.27359	0.0658265	0.0191982	-1	-1	3
1	0.603318	66.3906	47	1.41257	0.0686499	0.0192803	-1	-1	3
2	0.603318	67.6073	47	1.43845	0.0259074	0.0183843	-1	-1	3
3	0.603318	37.3171	47	0.793981	0.047213	0.0188479	-1	-1	3
4	0.603318	54.5232	47	1.16007	0.0266524	0.0183911	-1	-1	3
5	0.603318	39.8579	47	0.848041	0.0268701	0.0184088	-1	-1	3
6	0.603318	60.0654	47	1.27799	-0.202117	0.0137468	-1	-1	3
7	0.603318	75.3416	47	1.60301	0.072668	0.0193164	-1	-1	3
8	0.603318	43.2427	47	0.920057	0.0649104	0.0191977	-1	-1	3
9	0.603318	51.8709	47	1.10364	0.0388061	0.0186283	-1	-1	3
10	0.603318	36.8003	47	0.782985	0.0300731	0.0184289	-1	-1	3
11	0.603318	44.9864	47	0.957157	0.0715499	0.0193466	-1	-1	3
12	0.603318	30.7177	47	0.653568	0.00226975	0.0178367	-1	-1	3
13	0.603318	50.1821	47	1.06771	-0.0401074	0.0169685	-1	-1	3
14	0.603318	47.2879	47	1.00613	0.0347454	0.0184949	-1	-1	3
15	0.603318	57.1999	47	1.21702	0.0407006	0.0186454	-1	-1	3
16	0.603318	52.4357	47	1.11565	0.0499911	0.0188371	-1	-1	3
17	0.603318	44.2034	47	0.940498	0.0253547	0.0183135	-1	-1	3
18	0.603318	59.1316	47	1.25812	0.017275	0.0181336	-1	-1	3
19	0.603318	59.0719	47	1.25685	-0.0020998	0.0177075	-1	-1	3
20	0.603318	57.1605	47	1.21618	-0.0179758	0.0174174	-1	-1	3
21	0.603318	51.7931	47	1.10198	-0.0169845	0.0174541	-1	-1	3
22	0.603318	40.0852	47	0.852877	-0.0411809	0.0169322	-1	-1	3
23	0.603318	47.1734	47	1.00369	-0.0438871	0.0168801	-1	-1	3
24	0.603318	50.7152	47	1.07905	0.0440393	0.0186785	-1	-1	3
25	0.603318	42.4268	47	0.902698	0.0168614	0.0180987	-1	-1	3
26	0.603318	38.4247	47	0.817548	-0.00847333	0.0175664	-1	-1	3
27	0.603318	46.3186	47	0.985502	-0.048804	0.0167263	-1	-1	3
28	0.603318	54.7644	47	1.1652	-0.0158051	0.017434	-1	-1	3
29	0.603318	52.3578	47	1.114	-0.0138364	0.0174714	-1	-1	3
30	0.603318	38.321	47	0.815339	-0.033299	0.0170793	-1	-1	3
31	0.603318	27.5756	47	0.586715	-0.0556687	0.0166258	-1	-1	3
32	0.603318	59.9732	47	1.27603	-0.0498442	0.0167432	-1	-1	3
33	0.603318	68.4092	47	1.45551	0.0264575	0.0182572	-1	-1	3
34	0.603318	44.8321	47	0.953874	-0.0151078	0.0173802	-1	-1	3
35	0.603318	39.2946	47	0.836056	-0.0216953	0.0172722	-1	-1	3
36	0.603318	52.6076	47	1.11931	-0.0166843	0.0174074	-1	-1	3
37	0.603318	60.3761	47	1.2846	-0.0182893	0.0173269	-1	-1	3
38	0.603318	36.5573	47	0.777816	-0.0176007	0.0173708	-1	-1	3
39	0.603318	49.771	47	1.05896	-0.0306198	0.0171256	-1	-1	3
40	0.603318	48.7373	47	1.03696	0.00240777	0.0178263	-1	-1	3
41	0.603318	43.6085	47	0.927839	-0.0327706	0.01707	-1	-1	3
42	0.603318	47.7393	47	1.01573	-0.0368269	0.0169798	-1	-1	3
43	0.603318	53.4302	47	1.13681	-0.0661157	0.0164084	-1	-1	3
44	0.603318	51.2228	47	1.08985	-0.023114	0.0172303	-1	-1	3
45	0.603318	46.047	47	0.979724	-0.017892	0.0173551	-1	-1	3
46	0.603318	47.107	47	1.00228	-0.011923	0.0174851	-1	-1	3
47	0.603318	71.7718	47	1.52706	-0.0387892	0.0169167	-1	-1	3
48	0.603318	40.8847	47	0.869887	-0.0794867	0.0160859	-1	-1	3
49	0.603318	41.181	47	0.876192	-0.0375402	0.016962	-1	-1	3
50	0.603318	44.4358	47	0.945443	-0.0752738	0.0162146	-1	-1	3
51	0.603318	37.1657	47	0.790759	-0.0563549	0.0165832	-1	-1	3
52	0.603318	70.8161	47	1.50673	-0.0857507	0.0159875	-1	-1	3
53	0.603318	66.1677	47	1.40782	-0.0891896	0.0159456	-1	-1	3
54	0.603318	54.1722	47	1.1526	-0.0378665	0.016902	-1	-1	3
55	0.603318	39.6101	47	0.842767	-0.0164714	0.0173656	-1	-1	3
56	0.603318	39.6333	47	0.843262	-0.0143023	0.0174155	-1	-1	3
57	0.603318	49.0671	47	1.04398	-0.0184052	0.017324	-1	-1	3
58	0.603318	39.5124	47	0.840689	-0.0305589	0.0170896	-1	-1	3
59	0.603318	36.1139	47	0.768382	-0.0589737	0.0165216	-1	-1	3
60	0.603318	72.2354	47	1.53692	-0.0397911	0.0169242	-1	-1	3
61	0.603318	43.1756	47	0.918629	-0.0874387	0.0159652	-1	-1	3
62	0.603318	51.2387	47	1.09018	-0.0655654	0.0163862	-1	-1	3
63	0.603318	46.152	47	0.981957	-0.0948643	0.0157833	-1	-1	3
64	0.603318	54.4748	47	1.15904	-0.0862889	0.015993	-1	-1	3
65	0.603318	32.4571	47	0.690576	-0.0308919	0.0170814	-1	-1	3
66	0.603318	73.3494	47	1.56063	-0.0311316	0.0170691	-1	-1	3
67	0.603318	36.8055	47	0.783095	-0.0570846	0.0165344	-1	-1	3
