0	0.631261	1.39035	54	0.061098	0.322367	0.918182	121	482555
2	0.631826	1.32736	54	0.0579053	0.187136	0.918182	121	444940
3	0.631824	2.72851	54	0.246958	0.111898	0.918182	121	322625
4	0.631757	2.66234	54	0.0597205	0.00487854	0.918182	121	265835
5	0.631295	1.18503	54	0.0484853	0.0863098	0.918182	121	671342
6	0.630901	1.30575	54	0.0662335	0.345233	0.918182	121	668560
7	0.630968	2.63954	54	0.0521337	0.11877	0.918182	121	660213
8	0.631295	1.05367	54	0.0537042	0.0889905	0.918182	121	575798
10	0.630943	1.60443	54	0.0496208	0.257213	0.918182	121	583632
12	0.631248	2.56925	54	0.0478868	0.063999	0.918182	121	544623
13	0.631086	1.24462	54	0.0505646	0.150535	0.918182	121	585393
14	0.631225	1.27813	54	0.0488333	0.132361	0.918182	121	592374
15	0.63079	1.04951	54	0.0416779	0.0189399	0.918182	121	720474
16	0.630873	1.44062	54	0.0417986	-0.0113334	0.918182	121	720474
17	0.630681	1.18805	54	0.0448672	0.0685714	0.918182	121	707331
18	0.631039	1.78376	54	0.0427229	-0.012173	0.918182	121	711018
19	0.631187	1.5669	54	0.0429113	-0.0154014	0.918182	121	699157
21	0.630814	1.38851	54	0.0429032	0.0122209	0.918182	121	752136
22	0.630918	1.16348	54	0.0455647	0.0993896	0.918182	121	764424
23	0.630918	2.04047	54	0.0527991	0.162095	0.918182	121	284367
24	0.630746	1.21532	54	0.0457082	0.0404191	0.918182	121	750023
25	0.630435	1.72204	54	0.0454383	-0.0129414	0.918182	121	680125
26	0.630632	0.698869	54	0.0526757	0.264438	0.918182	121	750511
27	0.63091	0.873177	54	0.0505135	0.161445	0.918182	121	692463
28	0.6311	2.18662	54	0.254276	0.259868	0.918182	121	349003
29	0.630842	0.836815	54	0.0499793	0.221553	0.918182	121	767423
30	0.630766	2.18878	54	0.050976	0.118992	0.918182	121	516052
31	0.630847	2.02022	54	0.0454284	0.0741574	0.918182	121	687108
32	0.630939	1.13368	54	0.0413592	0.121267	0.918182	121	992008
33	0.631264	1.25374	54	0.0408712	0.0313194	0.918182	121	918687
34	0.631132	0.827173	54	0.0419493	0.0916635	0.918182	121	931988
35	0.631421	0.805153	54	0.0422372	0.0943129	0.918182	121	950698
36	0.631309	1.10159	54	0.0428267	0.15406	0.918182	121	962690
37	0.631465	0.851599	54	0.0393112	0.033722	0.918182	121	968154
40	0.630912	1.37432	54	0.0393887	0.0114398	0.918182	121	905884
41	0.631118	1.24229	54	0.0444777	0.0761648	0.918182	121	690438
42	0.631025	1.22655	54	0.0437737	0.10104	0.918182	121	909446
43	0.630991	1.22972	54	0.053848	0.110122	0.918182	121	891185
44	0.631206	1.00441	54	0.0429226	0.0973557	0.918182	121	912115
45	0.631118	0.781929	54	0.0432754	0.109628	0.918182	121	851793
46	0.630888	1.21995	54	0.0444046	0.179599	0.918182	121	715193
47	0.63097	0.870511	54	0.0661135	0.366673	0.918182	121	703329
48	0.631189	0.964212	54	0.0500633	0.152922	0.918182	121	730711
49	0.631349	0.930785	54	0.0488829	0.109098	0.918182	121	723681
50	0.630938	1.17505	54	0.0635365	0.331485	0.918182	121	527868
51	0.631288	1.45052	54	0.0545215	0.136243	0.918182	121	539548
52	0.630992	0.717493	54	0.0583606	0.274762	0.918182	121	780503
53	0.631183	1.2609	54	0.0467847	0.0730123	0.918182	121	752325
54	0.630859	1.33252	54	0.0518022	0.198357	0.918182	121	724208
55	0.631038	0.796409	54	0.0499622	0.118478	0.918182	121	681476
56	0.631011	1.13506	54	0.0456862	0.0476643	0.918182	121	707863
57	0.631007	1.07861	54	0.0504931	0.172796	0.918182	121	743075
58	0.630917	1.3322	54	0.0490773	0.129499	0.918182	121	732316
