0	61.8487	56	1.10444
1	44.2277	56	0.78978
2	197.597	56	3.52852
3	65.5456	56	1.17046
4	50.0691	56	0.894091
5	81.8921	56	1.46236
6	80.4472	56	1.43656
7	40.9078	56	0.730496
8	64.2901	56	1.14804
10	62.9976	56	1.12496
11	132.461	56	2.36537
12	41.9729	56	0.749517
13	67.3552	56	1.20277
14	64.9132	56	1.15916
15	60.1509	56	1.07412
16	66.77	56	1.19232
17	83.2936	56	1.48739
18	73.0661	56	1.30475
19	92.2939	56	1.6481
20	72.5465	56	1.29547
21	84.1198	56	1.50214
22	67.0479	56	1.19728
23	65.5666	56	1.17083
24	66.5537	56	1.18846
25	75.5904	56	1.34983
26	62.4918	56	1.11593
27	84.123	56	1.5022
28	65.2745	56	1.16562
29	76.5063	56	1.36618
30	87.5229	56	1.56291
31	56.3903	56	1.00697
32	98.8297	56	1.76482
33	114.55	56	2.04554
34	74.0356	56	1.32206
35	58.2	56	1.03929
36	80.0109	56	1.42877
37	131.951	56	2.35626
38	73.6532	56	1.31524
39	51.3123	56	0.916291
40	92.2959	56	1.64814
41	79.8557	56	1.42599
42	83.1794	56	1.48535
43	70.4214	56	1.25752
44	79.9518	56	1.42771
45	68.7518	56	1.22771
46	61.8318	56	1.10414
47	54.8633	56	0.979701
48	71.0886	56	1.26944
49	69.7085	56	1.24479
50	54.459	56	0.972482
51	93.4428	56	1.66862
52	50.1701	56	0.895895
53	79.2159	56	1.41457
54	82.6799	56	1.47643
55	63.1992	56	1.12856
56	72.2988	56	1.29105
57	59.0952	56	1.05527
58	55.7408	56	0.995371
