0	66.3348	56	1.18455
1	44.6328	56	0.797015
2	177.554	56	3.17061
3	66.9305	56	1.19519
4	46.7442	56	0.834719
5	76.6828	56	1.36934
6	83.6276	56	1.49335
7	49.2284	56	0.879078
8	69.9105	56	1.2484
10	68.588	56	1.22479
11	139.416	56	2.48957
12	34.3971	56	0.614234
13	66.768	56	1.19229
14	62.6063	56	1.11797
15	65.4667	56	1.16905
16	74.1279	56	1.32371
17	73.1458	56	1.30617
18	73.2156	56	1.30742
19	75.6936	56	1.35167
20	60.1742	56	1.07454
21	82.5168	56	1.47352
22	72.3448	56	1.29187
23	68.5303	56	1.22376
24	86.1986	56	1.53926
25	73.3715	56	1.31021
26	62.6033	56	1.11792
27	82.5212	56	1.47359
28	72.9351	56	1.30241
29	45.7523	56	0.817006
30	73.7838	56	1.31757
31	51.4214	56	0.918239
32	115.975	56	2.07098
33	83.8663	56	1.49761
34	63.8755	56	1.14063
35	53.511	56	0.955554
36	76.4805	56	1.36572
37	73.3778	56	1.31032
38	70.7658	56	1.26367
39	49.6069	56	0.885837
40	83.6982	56	1.49461
41	60.7789	56	1.08534
42	73.4707	56	1.31198
43	52.6269	56	0.939767
44	61.7756	56	1.10314
45	64.9493	56	1.15981
46	56.1466	56	1.00262
47	54.4171	56	0.971733
48	74.2122	56	1.32522
49	49.413	56	0.882374
50	54.0496	56	0.965172
51	80.667	56	1.44048
52	46.2355	56	0.825634
53	73.3495	56	1.30981
54	77.3815	56	1.38181
55	41.4629	56	0.740409
56	108.678	56	1.94067
57	49.2779	56	0.879963
58	56.7065	56	1.01262
