1	0.305287	47	0.00649546	0.275722	0.0062822	-0.000353722	1.24442e-05	779.49	17	65	165	645
2	0.185145	47	0.00393925	0.274943	0.00627777	-0.000351769	1.24411e-05	781.601	17	65	165	645
3	0.198834	47	0.0042305	0.275302	0.00627936	-0.000352403	1.24421e-05	781.214	17	65	165	645
4	0.277851	47	0.00591171	0.271714	0.00627942	-0.000343899	1.24803e-05	790.099	17	65	165	645
5	0.131397	47	0.00279568	0.272936	0.00627766	-0.0003464	1.24638e-05	787.922	17	65	165	645
6	0.200121	47	0.0042579	0.272306	0.00628297	-0.000344595	1.24854e-05	790.223	17	65	165	645
7	0.214727	47	0.00456865	0.272011	0.00627801	-0.000343982	1.24751e-05	790.772	17	65	165	645
8	0.232568	47	0.00494826	0.271678	0.00627624	-0.000343401	1.24734e-05	791.141	17	65	165	645
9	0.171804	47	0.0036554	0.270704	0.00627383	-0.000340756	1.24782e-05	794.42	17	65	165	645
10	0.201172	47	0.00428025	0.270338	0.00627696	-0.000339506	1.24914e-05	796.269	17	65	165	645
11	0.224562	47	0.00477791	0.269334	0.00627619	-0.000337247	1.24997e-05	798.624	17	65	165	645
12	0.193713	47	0.00412156	0.269255	0.00627887	-0.000336878	1.25081e-05	799.266	17	65	165	645
13	0.23879	47	0.00508065	0.270867	0.00627149	-0.000340464	1.24721e-05	795.582	17	65	165	645
14	0.333435	47	0.00709437	0.276722	0.00628157	-0.000356524	1.24307e-05	776.166	17	65	165	645
15	0.223274	47	0.0047505	0.27498	0.0062791	-0.000351665	1.24447e-05	781.937	17	65	165	645
16	0.227963	47	0.00485027	0.273509	0.00627798	-0.000348284	1.24571e-05	785.305	17	65	165	645
17	0.253935	47	0.00540287	0.273502	0.00628158	-0.000348247	1.24668e-05	785.366	17	65	165	645
18	0.221144	47	0.0047052	0.272884	0.00627933	-0.000345943	1.24696e-05	788.813	17	65	165	645
19	0.253772	47	0.00539941	0.274239	0.00628137	-0.000349175	1.24606e-05	785.389	17	65	165	645
20	0.153911	47	0.0032747	0.271199	0.00627869	-0.000342239	1.2485e-05	792.427	17	65	165	645
21	0.202248	47	0.00430315	0.271195	0.00627774	-0.000341902	1.24834e-05	793.195	17	65	165	645
22	0.224462	47	0.00477579	0.270902	0.00627644	-0.000340935	1.24838e-05	794.585	17	65	165	645
23	0.264407	47	0.00562567	0.270663	0.00628257	-0.00033991	1.25038e-05	796.279	17	65	165	645
24	0.149046	47	0.00317119	0.269544	0.00627883	-0.000337341	1.25055e-05	799.026	17	65	165	645
25	0.246909	47	0.00525339	0.26935	0.00627653	-0.000337092	1.25009e-05	799.041	17	65	165	645
